pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
6.39,71.0,38.5,244.6,2.17,0.38,KilliTinli,Kimyon
7.13,71.8,40.6,205.4,2.96,0.25,KumluTinli,Limon
6.07,63.0,23.1,262.8,3.46,0.11,KumluTinli,Yonca
6.51,66.9,39.8,250.8,2.91,0.39,MilliTinli,Domates
7.39,70.9,41.0,224.0,3.52,0.25,KilliTinli,Kekik
7.05,56.5,26.1,267.1,2.82,0.32,Killi,Soya
5.91,42.7,24.3,298.1,2.94,0.36,Tinli,Badem
7.36,48.0,24.1,210.4,1.79,0.35,MilliTinli,Bugday
5.92,62.2,23.1,233.7,3.14,0.28,KilliTinli,YemSalgamı
6.53,64.4,24.8,212.8,3.28,0.24,KilliTinli,Safran
6.17,57.7,33.2,233.9,2.99,0.19,Tinli,Zeytin
5.9,61.7,35.9,242.6,2.87,0.16,KilliTinli,Kiraz
7.1,36.3,26.6,195.1,1.22,1.19,Killi,Nohut
7.48,36.3,24.7,192.6,1.92,0.62,Killi,Fiğ
7.03,71.5,32.0,234.7,3.11,0.22,Killi,Aycicegi
6.76,58.0,22.0,260.4,2.28,0.3,KumluTinli,Uzum
5.57,54.9,35.8,242.7,2.64,0.14,KumluTinli,MeyanKoku
7.23,43.3,16.4,229.2,1.51,0.85,MilliTinli,Burçak
6.09,73.1,36.0,287.8,3.26,0.32,KilliTinli,Ayva
5.97,42.9,34.7,286.3,2.73,0.29,Tinli,Yonca
7.2,42.9,23.3,184.0,1.25,0.97,MilliTinli,Mercimek
6.56,40.0,20.0,232.9,1.64,0.87,Tinli,Fasulye
6.58,58.2,31.6,231.4,3.06,0.18,KumluTinli,Seftali
6.96,50.1,29.9,298.0,2.49,0.21,Tinli,Armut
6.86,61.2,22.1,214.2,3.04,0.36,KilliTinli,Yonca
6.91,99.2,62.7,292.7,3.51,0.25,MilliTinli,Tere
7.56,74.6,38.8,230.1,2.56,0.26,AgirKilli,Tütün
7.09,38.0,17.2,171.3,2.1,1.1,MilliTinli,Cavdar
6.65,77.4,28.1,223.9,2.09,0.28,KumluTinli,Uzum
6.6,31.7,15.7,200.2,1.55,0.46,Tinli,Nohut
6.84,42.3,31.4,222.3,2.18,1.14,Killi,Cavdar
6.18,100.5,57.8,307.8,2.04,0.12,MilliTinli,Karpuz
7.53,65.7,49.1,268.6,3.41,0.2,Tinli,Aycicegi
6.2,72.8,42.4,374.4,2.64,0.27,KumluTinli,Sarımsak
6.6,31.1,16.9,165.1,1.49,0.81,Killi,Arpa
7.06,53.1,31.8,275.8,2.09,0.15,KumluTinli,Badem
7.22,67.8,25.3,216.0,3.27,0.79,AgirKilli,Soya
6.0,47.2,31.5,184.2,3.58,0.37,Tinli,Portakal
6.51,78.1,37.5,254.1,3.15,0.15,KumluTinli,Nar
7.46,27.6,15.4,217.5,1.68,1.01,MilliTinli,Mercimek
6.39,71.8,62.3,310.4,3.81,0.27,MilliTinli,Ispanak
6.77,69.9,43.2,257.6,3.94,0.2,Tinli,Mandalina
6.07,89.4,57.7,297.9,3.34,0.14,MilliTinli,Roka
7.29,49.5,25.0,239.5,3.8,0.2,Tinli,Erik
5.81,67.7,22.3,292.5,3.65,0.36,KilliTinli,Rezene
6.98,48.7,15.8,194.5,1.62,0.88,Killi,Cavdar
7.35,68.8,22.8,201.3,3.57,0.35,KilliTinli,AdaCayi
7.73,35.1,27.8,202.7,2.1,0.86,MilliTinli,Mercimek
6.78,81.8,54.6,247.4,2.86,0.35,KumluTinli,Tere
6.33,67.3,53.2,308.5,2.69,0.26,MilliTinli,Tere
7.67,46.6,22.0,207.0,1.54,1.2,MilliTinli,Arpa
6.98,43.1,43.0,296.8,3.21,0.24,Tinli,Badem
7.75,86.4,30.5,262.9,3.26,0.27,AgirKilli,Pamuk
7.07,27.2,25.0,199.5,1.85,0.63,Tinli,Misir
6.54,72.7,25.2,243.3,2.41,0.14,Tinli,Ayva
7.79,61.4,36.2,237.5,2.4,0.46,Tinli,Soya
6.59,35.9,33.7,229.0,1.51,0.44,MilliTinli,Nohut
5.99,50.4,41.9,241.8,3.46,0.11,KumluTinli,Anason
7.72,30.0,28.0,179.5,2.19,0.39,Killi,Arpa
7.36,71.9,35.2,193.9,2.58,0.39,KumluTinli,Safran
6.19,106.5,51.6,308.7,3.37,0.33,KumluTinli,Kereviz
5.59,78.2,30.6,214.8,3.06,0.34,KumluTinli,Salep
6.92,37.3,31.2,221.6,1.45,0.85,Tinli,Mercimek
5.84,62.8,28.9,272.9,3.09,0.23,KilliTinli,Rezene
5.7,61.0,32.9,236.2,3.48,0.35,Tinli,MeyanKoku
6.99,58.3,35.0,288.8,2.38,0.62,Tinli,Pamuk
5.94,55.2,29.0,227.0,3.59,0.2,KumluTinli,Cay
7.53,85.9,35.0,246.2,2.01,0.57,Tinli,Kanola
6.44,75.3,40.5,255.5,3.43,0.11,KumluTinli,Yonca
5.58,59.8,23.7,238.4,2.28,0.23,KumluTinli,Kusburnu
7.91,89.8,40.0,204.0,2.12,0.49,Tinli,YerFistigi
7.98,58.2,27.6,237.5,3.33,0.51,Tinli,YerFistigi
6.66,61.1,32.0,190.7,2.2,0.37,Tinli,Kusburnu
7.99,68.2,42.8,295.1,2.74,0.71,AgirKilli,Kenevir
6.5,54.8,22.6,267.9,2.64,0.18,KilliTinli,Papatya
6.93,51.3,40.2,313.9,3.48,0.49,AgirKilli,Susam
6.89,66.0,26.1,223.9,3.36,0.26,AgirKilli,Tütün
7.12,62.7,45.0,294.4,3.31,0.24,KumluTinli,AntepFistigi
7.28,63.7,37.7,285.1,2.85,0.68,Killi,SekerPancari
6.99,74.3,40.6,376.1,3.93,0.43,KumluTinli,TazeSogan
7.12,76.3,40.3,296.9,2.82,0.2,Tinli,Findik
6.72,65.1,42.0,255.5,2.46,0.24,KilliTinli,MeyanKoku
6.17,76.6,39.4,218.9,2.18,0.28,KilliTinli,OglanOtu
7.19,62.4,41.2,207.3,2.73,0.28,Killi,YerFistigi
5.6,59.7,31.7,189.3,2.52,0.39,Tinli,Ayva
7.34,37.1,24.4,217.3,2.16,0.54,Tinli,Burçak
6.97,66.5,33.7,285.8,2.9,0.12,KumluTinli,Cilek
7.29,36.4,16.1,214.2,1.56,0.72,MilliTinli,Celtik
7.35,82.3,34.1,303.0,3.24,0.25,Killi,Kanola
7.11,65.3,36.6,363.1,3.9,0.27,KumluTinli,Prasa
6.2,96.5,64.2,305.7,3.76,0.27,TinliKumlu,Prasa
6.27,99.8,64.5,243.6,3.88,0.21,KumluTinli,TazeSogan
5.75,78.0,41.5,198.7,2.34,0.25,KumluTinli,Ceviz
6.64,104.4,50.4,343.5,3.1,0.28,TinliKumlu,Biber
6.41,106.5,38.6,244.2,3.1,0.42,MilliTinli,Prasa
6.54,40.5,32.9,191.9,3.32,0.27,KumluTinli,Papatya
6.52,25.9,18.4,176.9,2.04,0.94,Tinli,Bugday
7.54,47.5,16.6,236.0,1.97,1.15,Killi,Yulaf
6.86,79.9,36.7,211.5,2.41,0.26,Tinli,Visne
7.13,63.0,20.1,185.0,3.96,0.14,KilliTinli,Erik
7.26,70.0,38.9,258.3,3.01,0.14,Tinli,Kayisi
5.7,65.7,28.1,255.9,3.67,0.15,KilliTinli,Kestane
7.0,102.5,59.1,308.3,3.26,0.43,MilliTinli,Prasa
6.87,71.9,24.4,266.6,3.24,0.13,Tinli,Safran
7.04,55.9,33.8,240.5,3.14,0.47,Tinli,YerFistigi
5.77,70.9,25.4,206.8,2.55,0.28,KumluTinli,Kivi
7.05,69.5,44.2,193.8,3.16,0.31,KumluTinli,MeyanKoku
7.42,62.5,42.7,286.8,2.5,0.6,AgirKilli,Soya
7.09,43.7,30.9,182.8,2.69,0.31,KilliTinli,Lavanta
6.53,101.0,58.4,311.9,3.0,0.29,MilliTinli,Patlican
5.5,60.3,43.1,203.9,3.28,0.29,KumluTinli,Kivi
5.75,55.0,36.5,258.3,3.72,0.14,Tinli,Ceviz
7.26,53.0,21.9,214.2,1.43,0.86,MilliTinli,Celtik
7.33,65.2,41.1,287.8,2.9,0.11,KumluTinli,Biberiye
6.8,107.7,44.9,297.1,4.04,0.27,KumluTinli,Tere
6.53,60.9,35.0,212.2,2.77,0.27,Tinli,Armut
7.41,32.8,29.6,217.3,1.71,0.92,Tinli,Bezelye
6.83,82.5,59.3,314.7,3.17,0.23,MilliTinli,Ispanak
6.95,53.1,35.7,266.3,2.29,0.14,Tinli,MeyanKoku
6.77,49.5,41.9,267.9,3.48,0.4,KumluTinli,Erik
6.27,107.3,35.4,316.4,2.65,0.21,KumluTinli,Kavun
6.66,75.1,23.0,229.8,2.54,0.1,Tinli,Muz
6.98,46.7,25.0,205.6,1.98,1.0,Killi,Burçak
6.03,95.5,61.5,311.9,3.66,0.17,MilliTinli,Marul
7.45,53.9,30.7,183.9,1.91,0.91,MilliTinli,Nohut
7.06,76.6,47.4,282.2,2.62,0.42,AgirKilli,Soya
7.33,76.4,49.5,314.2,2.59,0.57,Tinli,Pamuk
5.64,52.8,31.8,299.7,2.86,0.32,KilliTinli,Nane
7.33,54.9,24.1,194.0,1.6,0.63,Killi,Mercimek
7.04,93.7,54.9,323.7,2.91,0.27,MilliTinli,Maydanoz
6.28,58.6,21.9,246.4,2.66,0.14,KumluTinli,Cay
7.07,94.8,62.0,339.3,4.44,0.35,TinliKumlu,Prasa
6.69,70.1,55.7,266.2,3.61,0.36,TinliKumlu,Ispanak
6.0,83.6,61.8,335.3,3.28,0.36,MilliTinli,Lahana
6.68,44.7,35.0,229.2,3.81,0.37,KilliTinli,Cilek
6.32,91.4,62.5,284.3,2.93,0.14,MilliTinli,Havuc
6.98,71.9,26.2,265.9,3.62,0.21,KumluTinli,Kekik
6.6,74.8,39.1,284.2,2.04,0.17,Tinli,Kekik
6.88,58.1,44.9,307.5,2.42,0.31,AgirKilli,Tütün
6.8,69.6,39.7,299.4,3.61,0.3,KumluTinli,Lavanta
7.15,46.2,29.9,218.2,1.65,0.87,MilliTinli,Bezelye
5.64,51.4,36.7,217.2,2.1,0.35,KumluTinli,Papatya
6.61,55.9,31.6,205.0,3.22,0.33,Tinli,Limon
5.79,74.7,27.1,274.0,3.34,0.28,KilliTinli,MeyanKoku
6.07,71.7,43.4,273.5,3.21,0.17,Tinli,MeyanKoku
6.81,64.3,31.8,213.4,2.81,0.34,Tinli,SiloMisiri
7.74,78.0,28.2,318.2,2.91,0.5,Killi,Kenevir
7.52,87.2,46.4,255.2,3.24,0.45,AgirKilli,Soya
6.95,25.7,20.4,229.0,1.24,0.69,MilliTinli,Misir
6.43,74.6,22.3,258.4,2.67,0.22,KumluTinli,OglanOtu
6.88,40.8,41.1,291.4,2.48,0.35,Tinli,Findik
7.02,58.2,31.3,221.5,2.99,0.8,Killi,Aspir
6.71,98.8,58.6,244.8,4.31,0.47,MilliTinli,Turp
7.07,63.4,30.6,254.3,3.33,0.41,AgirKilli,Tütün
6.37,58.9,32.5,286.1,3.21,0.31,KumluTinli,Portakal
6.17,84.3,42.5,263.5,3.97,0.32,MilliTinli,TazeSogan
7.19,79.3,37.3,225.4,2.56,0.3,Tinli,Nar
6.5,78.0,32.6,236.6,2.9,0.2,KumluTinli,Elma
6.68,29.3,17.1,209.3,1.33,1.06,Tinli,Burçak
6.2,71.6,22.5,204.6,2.0,0.21,KumluTinli,Seftali
7.12,48.8,33.3,206.9,2.52,0.28,KilliTinli,AntepFistigi
6.5,75.3,21.0,290.7,2.39,0.37,KumluTinli,AntepFistigi
6.63,38.9,28.0,161.0,1.57,0.65,Tinli,Cavdar
6.12,74.1,37.6,375.9,3.29,0.46,MilliTinli,Marul
7.21,73.7,46.4,245.0,3.06,0.69,Killi,Soya
6.32,69.6,50.2,268.5,4.03,0.2,KumluTinli,Tere
7.05,65.2,22.4,297.0,2.47,0.29,KumluTinli,Lavanta
5.93,40.5,45.0,249.8,2.36,0.19,Tinli,Anason
6.84,106.4,55.6,335.4,2.95,0.31,MilliTinli,Biber
7.16,25.4,21.0,234.7,1.54,0.62,Tinli,Fiğ
6.83,89.7,39.3,263.2,3.82,0.22,TinliKumlu,Kereviz
7.71,51.3,22.9,215.9,1.3,0.94,Tinli,Fiğ
6.95,80.1,26.2,218.1,2.16,0.7,Killi,Tütün
7.03,75.3,38.8,270.3,2.45,0.58,Killi,Aycicegi
7.12,56.2,46.7,213.1,3.16,0.55,Tinli,SekerPancari
6.95,55.0,23.5,205.3,3.48,0.14,KilliTinli,Lavanta
6.13,101.6,55.5,244.5,2.77,0.35,KumluTinli,Turp
6.97,67.5,38.9,218.7,3.46,0.17,KilliTinli,Kayisi
5.6,72.0,29.9,199.1,2.35,0.38,Tinli,AdaCayi
7.06,69.0,46.6,220.9,2.03,0.59,Tinli,Aspir
6.67,106.2,57.4,294.7,3.17,0.31,KumluTinli,Patlican
7.1,68.0,63.9,284.7,3.28,0.16,MilliTinli,Patlican
6.87,78.2,45.5,279.3,2.02,0.31,AgirKilli,Aspir
7.14,38.5,25.4,203.6,1.56,0.46,Tinli,Misir
6.76,52.7,19.8,184.9,1.8,1.11,Tinli,Bugday
7.26,68.8,29.2,202.2,3.0,0.55,AgirKilli,YerFistigi
7.19,62.3,34.1,320.0,3.17,0.78,Killi,Susam
6.74,42.9,28.9,197.5,1.31,0.72,Killi,Bugday
6.14,49.7,28.6,275.6,3.17,0.18,Tinli,Cilek
6.44,64.0,39.1,292.1,4.35,0.25,KumluTinli,Kavun
6.58,88.3,42.7,311.9,4.0,0.3,KumluTinli,Havuc
7.42,88.5,32.1,291.4,2.86,0.62,Tinli,Aspir
6.34,106.0,47.8,322.2,3.42,0.25,TinliKumlu,Kavun
6.33,75.1,39.7,282.9,3.6,0.17,KumluTinli,Erik
5.76,54.0,27.6,284.0,2.82,0.14,KumluTinli,Anason
7.43,82.3,25.1,223.7,2.74,0.62,Killi,Keten
7.34,88.2,36.9,290.0,2.45,0.67,Tinli,YerFistigi
7.07,43.4,34.6,278.5,3.72,0.11,KilliTinli,Anason
6.33,75.5,32.1,278.8,3.68,0.35,KumluTinli,Anason
7.58,58.2,36.8,317.6,2.29,0.58,AgirKilli,Kenevir
5.71,57.5,23.3,298.5,2.67,0.28,KumluTinli,Elma
7.03,59.7,26.6,217.6,2.22,0.32,Tinli,Tütün
6.22,53.4,28.1,263.4,3.18,0.16,KumluTinli,Ceviz
5.59,63.4,25.6,295.2,3.37,0.39,KilliTinli,Visne
7.06,47.3,27.6,233.8,2.73,0.39,KilliTinli,Muz
6.99,104.6,63.2,302.6,3.81,0.26,TinliKumlu,Prasa
7.72,53.6,44.4,267.6,3.0,0.4,Killi,Aycicegi
6.21,77.6,26.0,191.4,2.14,0.25,Tinli,Lavanta
6.41,79.4,32.9,269.0,3.37,0.35,KumluTinli,Rezene
6.32,52.7,23.5,225.5,3.35,0.21,KumluTinli,OglanOtu
6.66,66.0,32.9,201.9,3.59,0.4,Tinli,Salep
6.6,98.8,44.4,338.2,4.36,0.28,KumluTinli,Domates
6.11,83.6,48.9,331.5,3.44,0.16,KumluTinli,Hiyar
6.84,61.6,40.2,242.9,3.16,0.59,AgirKilli,Susam
6.92,71.0,23.1,258.4,2.59,0.33,KilliTinli,Kestane
6.22,78.0,51.7,361.4,3.34,0.26,TinliKumlu,Patlican
7.75,32.8,31.4,178.2,1.95,0.38,Tinli,Nohut
7.4,56.8,42.0,259.3,2.24,0.32,KilliTinli,Visne
6.09,64.9,23.0,188.5,3.66,0.24,KilliTinli,AntepFistigi
5.52,66.8,27.6,234.5,2.19,0.18,KilliTinli,Ayva
6.25,99.8,49.4,315.1,3.59,0.21,MilliTinli,Domates
6.14,71.7,29.0,218.8,3.88,0.11,Tinli,Zeytin
6.98,46.3,26.8,207.8,2.8,0.17,KumluTinli,Rezene
6.38,68.0,24.4,257.1,3.19,0.33,KumluTinli,Papatya
7.27,51.8,34.0,269.2,3.19,0.39,Tinli,Safran
5.95,67.5,39.9,234.5,3.75,0.36,KumluTinli,Armut
5.61,63.0,42.5,273.6,3.57,0.15,Tinli,Korunga
6.15,66.0,44.8,257.6,2.22,0.35,KumluTinli,YemSalgamı
6.62,56.6,21.8,230.7,3.58,0.34,KilliTinli,Yonca
6.46,94.6,39.0,315.7,4.34,0.11,TinliKumlu,Turp
6.26,55.7,45.0,216.0,3.64,0.12,KilliTinli,Lavanta
7.15,87.3,26.8,239.6,2.96,0.52,Tinli,SekerPancari
6.66,77.5,27.1,235.1,3.31,0.35,KumluTinli,Limon
6.03,40.8,25.4,202.2,2.07,0.2,KumluTinli,Kekik
7.02,44.8,31.8,214.3,3.79,0.15,KilliTinli,Kayisi
7.0,70.4,38.1,240.7,2.79,0.22,Tinli,Ayva
6.95,62.1,32.7,200.5,2.53,0.27,AgirKilli,Kenevir
6.9,26.8,19.7,181.3,2.29,0.51,Killi,Arpa
7.14,53.0,31.1,272.7,3.25,0.19,Tinli,Zeytin
6.42,41.9,27.4,250.4,2.62,0.31,KilliTinli,AntepFistigi
6.03,54.9,41.3,275.1,2.89,0.32,KilliTinli,Papatya
6.69,97.3,64.1,363.0,2.74,0.24,MilliTinli,Lahana
7.49,41.6,30.7,215.8,2.2,1.1,Killi,Misir
5.53,57.5,21.0,253.1,3.22,0.37,Tinli,Visne
6.39,96.0,56.0,285.6,3.37,0.18,KumluTinli,Lahana
7.51,84.9,35.3,232.3,2.74,0.63,AgirKilli,Susam
7.52,63.8,34.3,282.3,2.48,0.54,Tinli,Tütün
7.05,64.6,34.8,289.5,2.9,0.17,KilliTinli,Incir
7.37,63.8,41.4,283.5,3.04,0.2,Tinli,Armut
6.08,106.0,48.5,266.5,3.67,0.18,TinliKumlu,Prasa
6.04,47.9,32.6,260.3,3.8,0.3,Tinli,YemSalgamı
6.63,54.9,39.4,286.1,2.12,0.29,Tinli,Kusburnu
6.95,51.8,32.7,270.6,3.42,0.62,Tinli,Aycicegi
5.58,42.8,37.8,182.9,3.16,0.35,Tinli,Cilek
6.0,72.8,40.1,293.5,4.0,0.39,KilliTinli,Erik
6.02,41.2,23.1,196.7,2.37,0.34,KumluTinli,OglanOtu
7.13,60.2,30.0,289.9,2.46,0.18,KumluTinli,Salep
7.15,92.0,45.0,345.5,1.77,0.35,TinliKumlu,Karpuz
6.79,51.7,32.4,185.0,2.38,0.23,KilliTinli,Incir
7.59,37.3,27.3,232.0,2.07,0.47,Killi,Bezelye
5.52,56.5,43.2,226.1,2.19,0.19,KilliTinli,Safran
6.6,94.9,46.0,360.9,2.56,0.28,KumluTinli,TazeSogan
7.72,68.7,39.7,300.6,2.82,0.64,AgirKilli,Kenevir
6.67,47.7,28.8,208.8,1.24,0.99,Killi,Burçak
6.92,88.5,54.3,254.6,2.58,0.23,MilliTinli,TazeSogan
6.59,66.9,31.5,279.0,3.84,0.11,Tinli,AdaCayi
6.85,55.6,40.5,181.4,3.61,0.14,KumluTinli,Papatya
6.68,87.9,38.6,244.8,4.1,0.39,MilliTinli,Hiyar
7.36,83.2,44.5,280.6,2.67,0.36,Killi,Kenevir
7.17,42.6,42.2,195.1,2.13,0.27,KilliTinli,MeyanKoku
5.59,76.2,32.9,260.5,2.13,0.12,KilliTinli,Rezene
6.57,37.0,21.7,211.0,1.79,0.84,MilliTinli,Celtik
7.01,62.5,38.9,283.2,2.97,0.29,KilliTinli,Nar
6.63,47.2,32.3,284.8,3.55,0.12,Tinli,Zeytin
6.4,67.0,26.7,188.9,3.91,0.37,Tinli,Kekik
7.19,71.5,41.2,316.3,4.18,0.4,MilliTinli,Ispanak
6.54,98.6,60.1,352.6,3.74,0.21,TinliKumlu,Kavun
7.16,101.8,41.3,280.0,4.24,0.46,MilliTinli,Marul
6.22,91.2,43.8,262.1,4.31,0.38,TinliKumlu,Kavun
6.31,74.5,55.3,269.8,2.96,0.22,MilliTinli,Turp
5.56,74.6,29.9,211.7,3.12,0.23,Tinli,Kusburnu
6.63,76.1,42.6,293.3,3.79,0.1,KumluTinli,Korunga
7.29,46.5,39.7,268.9,2.36,0.23,Tinli,Kestane
5.52,44.9,34.2,205.9,2.29,0.2,KumluTinli,Salep
7.22,41.2,24.6,256.9,2.68,0.11,KilliTinli,Safran
7.17,92.1,45.8,354.4,1.59,0.22,MilliTinli,Karpuz
6.67,71.2,38.8,210.9,2.62,0.24,KilliTinli,Incir
6.5,76.1,43.5,199.6,3.71,0.24,KumluTinli,Greyfurt
6.96,40.2,23.8,182.4,3.99,0.33,KumluTinli,Visne
5.89,48.4,44.8,248.5,2.28,0.18,KilliTinli,AntepFistigi
7.24,57.6,45.4,272.4,2.54,0.47,AgirKilli,Pamuk
6.19,69.3,27.7,204.1,3.62,0.34,KumluTinli,Biberiye
7.45,50.4,34.8,308.8,3.35,0.32,Tinli,Soya
7.46,72.5,25.2,317.7,3.21,0.22,Killi,Kenevir
6.08,73.5,32.0,201.9,3.6,0.21,KumluTinli,Biberiye
7.13,68.5,21.5,291.6,2.93,0.14,KilliTinli,OglanOtu
7.96,88.4,43.7,235.6,2.37,0.79,AgirKilli,Kanola
6.76,63.7,20.7,190.9,2.31,0.14,KumluTinli,Muz
6.68,26.3,15.2,222.0,1.26,0.78,MilliTinli,Mercimek
5.73,64.6,29.9,261.4,2.63,0.27,KilliTinli,Korunga
6.49,85.7,41.5,342.6,3.68,0.38,TinliKumlu,Lahana
6.87,53.1,27.7,188.6,2.86,0.37,Tinli,Kivi
6.93,36.5,16.5,219.1,1.39,1.02,Killi,Bugday
5.75,44.5,41.8,291.7,2.95,0.29,KumluTinli,Ayva
7.05,51.9,37.0,264.5,3.13,0.28,Tinli,Nar
6.89,61.5,44.7,223.4,3.54,0.21,Tinli,Zeytin
6.28,75.7,59.8,251.1,3.15,0.28,MilliTinli,Ispanak
6.37,61.7,42.2,255.9,3.45,0.28,Tinli,Nane
6.77,76.9,35.7,229.0,2.39,0.3,KilliTinli,Kiraz
6.88,108.6,55.7,254.3,2.99,0.34,TinliKumlu,Maydanoz
6.79,78.8,42.8,214.0,2.05,0.3,KilliTinli,Elma
5.87,58.6,36.0,285.5,3.52,0.37,KilliTinli,Anason
7.04,79.5,43.2,201.0,2.33,0.5,Tinli,Aspir
5.52,51.6,23.6,255.6,3.33,0.38,KilliTinli,Cilek
6.6,66.4,35.2,257.5,4.41,0.41,KumluTinli,Biber
6.34,52.4,28.0,233.4,3.34,0.28,KilliTinli,Korunga
7.33,78.1,40.8,267.9,2.49,0.64,AgirKilli,YerFistigi
7.2,51.0,41.2,231.2,3.19,0.34,Tinli,Yonca
6.23,80.9,51.7,257.6,3.68,0.22,KumluTinli,Sarımsak
6.94,92.2,44.8,333.0,4.03,0.34,MilliTinli,Patlican
5.57,43.1,22.0,273.4,2.7,0.17,Tinli,Korunga
7.64,63.4,49.5,221.0,3.13,0.55,Tinli,YerFistigi
6.87,82.9,49.5,287.8,3.11,0.33,AgirKilli,Kanola
5.87,52.3,32.2,252.9,3.85,0.22,Tinli,Zeytin
6.34,77.8,36.1,363.6,4.2,0.2,KumluTinli,Tere
5.75,50.3,43.6,278.9,3.56,0.36,KumluTinli,Nar
6.93,51.4,23.4,214.5,3.25,0.35,Tinli,Kekik
6.84,71.7,37.4,184.7,3.04,0.15,KumluTinli,Uzum
6.73,76.8,22.8,250.9,3.46,0.12,Tinli,SiloMisiri
6.1,108.2,38.9,324.7,2.5,0.16,KumluTinli,Karpuz
7.01,49.3,25.3,163.1,2.24,0.37,Killi,Misir
6.16,78.5,44.6,270.4,3.97,0.13,Tinli,YemSalgamı
6.95,63.3,41.5,254.9,3.75,0.19,Tinli,Kayisi
6.83,76.4,38.7,283.9,2.83,0.36,KumluTinli,Elma
6.94,50.4,30.5,211.6,2.16,0.94,Tinli,Fiğ
6.67,54.3,15.7,202.2,1.52,1.03,MilliTinli,Nohut
7.79,60.2,31.0,267.8,2.85,0.33,Tinli,Aspir
7.15,90.6,35.1,317.9,3.23,0.11,MilliTinli,TazeSogan
6.98,97.0,62.5,361.0,4.49,0.17,MilliTinli,Tere
6.64,52.7,30.4,265.5,2.02,0.18,Tinli,Armut
6.37,64.9,42.4,203.8,2.17,0.22,Tinli,Ayva
6.74,66.5,23.7,268.9,2.5,0.18,KilliTinli,Anason
7.07,61.3,39.0,232.5,2.08,0.3,KilliTinli,Portakal
7.29,62.3,37.1,263.8,2.92,0.23,Tinli,Korunga
6.08,42.2,36.9,257.9,3.6,0.28,KilliTinli,Kestane
6.52,73.1,49.6,296.6,4.15,0.2,MilliTinli,Biber
7.0,42.4,28.5,214.6,2.21,0.21,KumluTinli,Armut
7.1,73.7,38.9,226.8,2.9,0.68,Killi,Tütün
6.58,59.4,30.5,266.8,2.5,0.28,KumluTinli,Ceviz
6.54,76.6,29.5,206.1,3.49,0.14,KumluTinli,Ayva
7.14,57.6,29.2,287.4,2.36,0.48,Killi,Tütün
7.2,76.6,22.8,248.3,3.84,0.14,KilliTinli,SiloMisiri
5.84,51.6,31.9,221.5,3.01,0.16,KilliTinli,Kusburnu
6.17,85.0,59.1,279.0,3.05,0.43,KumluTinli,Hiyar
6.03,72.8,46.0,372.4,3.48,0.32,TinliKumlu,Hiyar
7.07,43.8,44.4,194.0,3.55,0.21,KilliTinli,AdaCayi
6.24,80.1,53.7,284.2,2.16,0.25,KumluTinli,Karpuz
5.54,63.8,34.7,225.4,3.5,0.23,KilliTinli,Mandalina
5.53,53.1,43.6,258.5,3.07,0.16,KilliTinli,Greyfurt
5.93,67.6,25.1,220.7,2.46,0.17,KumluTinli,Kivi
7.04,52.9,26.1,204.6,2.73,0.35,AgirKilli,Keten
6.37,53.5,32.3,232.8,2.01,0.17,KumluTinli,Kivi
6.55,67.0,22.8,290.1,2.45,0.14,KumluTinli,OglanOtu
7.13,36.0,20.4,235.7,1.55,0.36,MilliTinli,Burçak
7.17,56.5,35.9,207.9,3.3,0.4,KilliTinli,Lavanta
5.73,69.2,29.2,220.1,3.78,0.25,KilliTinli,AdaCayi
6.87,65.8,35.4,372.5,2.89,0.43,MilliTinli,Havuc
7.38,36.0,24.6,205.4,1.95,0.35,Killi,Mercimek
7.82,67.7,31.5,201.3,3.31,0.52,Tinli,Soya
6.4,69.0,43.4,286.6,3.61,0.12,TinliKumlu,Domates
6.71,32.8,26.3,177.4,1.67,0.82,MilliTinli,Cavdar
7.05,76.8,56.5,248.7,3.92,0.13,TinliKumlu,Kereviz
7.86,73.6,42.0,235.3,2.66,0.68,Tinli,SekerPancari
6.42,50.9,26.9,187.4,3.23,0.23,KumluTinli,Limon
6.86,99.7,46.2,350.6,3.39,0.44,KumluTinli,Prasa
5.71,44.9,37.5,260.1,2.5,0.34,KumluTinli,Mandalina
6.17,61.7,40.3,224.8,2.93,0.31,Tinli,Uzum
7.01,98.0,54.8,309.6,2.5,0.35,TinliKumlu,Prasa
6.71,70.3,30.6,188.8,2.7,0.29,Tinli,AntepFistigi
7.42,52.6,30.3,223.1,2.54,0.31,KilliTinli,Kayisi
6.95,67.7,26.2,262.1,3.19,0.61,AgirKilli,Susam
7.49,70.7,37.3,282.6,3.33,0.34,Tinli,Badem
7.16,102.2,50.8,268.9,2.51,0.49,MilliTinli,Sarımsak
6.92,48.4,26.8,200.0,2.37,0.11,KumluTinli,SiloMisiri
5.95,60.3,31.1,221.5,2.89,0.22,Tinli,Safran
7.3,50.4,35.7,185.1,2.77,0.19,KumluTinli,Muz
6.34,87.7,52.2,328.2,4.17,0.38,KumluTinli,Biber
7.7,53.2,15.8,161.2,1.67,0.83,Killi,Fiğ
5.61,42.4,39.6,283.1,3.21,0.23,KilliTinli,Salep
7.21,69.3,25.3,236.0,3.96,0.27,KilliTinli,Cilek
6.92,77.1,31.6,294.3,3.44,0.74,Tinli,Susam
