pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,GecmisVerim_kg,ToprakTuru,UrunTipi,OnerilenAzot,OnerilenFosfor,OnerilenPotasyum
5.77,42.7,44.4,294.8,2.12,0.23,3426.9,KumluTinli,Visne,19.8,9.4,6.0
7.02,75.4,38.2,291.3,2.67,0.25,3549.7,KilliTinli,Lavanta,16.0,10.4,0.0
5.96,40.0,38.9,298.2,3.62,0.24,3745.0,Tinli,Visne,19.9,10.4,0.0
6.6,61.6,53.4,340.3,3.33,0.4,5441.0,KumluTinli,Domates,17.6,8.3,5.2
7.19,94.2,54.3,242.1,4.22,0.16,5990.1,MilliTinli,Hiyar,14.1,7.7,0.0
7.32,55.2,36.4,297.3,3.24,0.45,5473.1,Killi,Aycicegi,11.4,6.5,0.0
6.42,69.7,44.6,260.1,2.49,0.31,3140.7,KilliTinli,Kayisi,16.4,9.5,0.0
6.71,92.4,48.6,375.6,2.67,0.24,2012.1,KumluTinli,TazeSogan,13.9,8.6,3.9
7.09,36.5,23.6,238.3,1.3,1.13,649.3,Killi,Burçak,3.9,8.4,0.0
5.97,76.3,27.7,297.2,2.56,0.39,3255.4,Tinli,Uzum,15.5,12.0,0.0
7.39,87.1,38.0,258.5,2.87,0.61,5018.8,Tinli,Aycicegi,7.7,6.5,0.0
7.29,47.8,23.3,297.1,3.74,0.37,3480.9,Tinli,Armut,19.5,12.4,0.0
6.58,97.3,41.2,281.0,3.19,0.4,2165.2,TinliKumlu,Sarımsak,13.0,9.9,6.5
6.2,81.2,48.8,242.9,2.53,0.31,2080.8,TinliKumlu,Kereviz,15.5,8.7,7.8
6.43,64.1,39.7,205.8,2.13,0.26,3065.0,KilliTinli,Kiraz,17.5,9.9,0.0
6.17,40.1,44.0,251.1,3.64,0.35,3348.2,Tinli,Limon,20.5,9.3,0.0
6.79,33.1,24.0,212.2,2.14,0.56,333.9,MilliTinli,Nohut,3.2,8.1,0.0
6.95,36.7,25.2,234.3,2.16,0.42,329.8,Tinli,Fasulye,2.0,8.1,0.0
6.99,102.2,52.1,293.5,4.37,0.27,2212.2,MilliTinli,Havuc,12.9,8.3,0.0
6.59,49.0,19.9,218.0,1.28,1.16,230.0,Killi,Nohut,3.6,8.8,0.0
6.2,96.6,50.7,377.3,3.61,0.11,2137.1,MilliTinli,Maydanoz,13.2,8.6,0.0
7.45,69.6,26.3,211.3,3.29,0.14,3257.4,KumluTinli,Zeytin,16.6,11.9,8.4
7.22,83.5,26.7,313.1,3.48,0.25,5874.0,Tinli,Kenevir,8.2,7.8,0.0
7.28,80.9,26.0,248.2,3.2,0.51,5418.8,AgirKilli,Tütün,8.6,7.8,0.0
7.46,32.4,31.7,192.4,2.26,0.37,743.1,Killi,Bezelye,3.4,7.1,0.0
6.09,50.2,35.5,244.3,2.12,0.12,2733.7,KumluTinli,Kimyon,19.0,10.6,0.0
6.66,69.4,36.0,372.4,2.43,0.17,5201.6,MilliTinli,Karpuz,16.7,10.6,0.0
6.81,93.0,53.4,358.9,3.46,0.45,2074.8,TinliKumlu,Biber,13.9,8.2,4.3
6.44,73.2,20.4,212.8,2.0,0.22,3394.3,KumluTinli,Papatya,15.9,13.2,0.0
6.91,52.0,33.4,261.1,2.8,0.36,4563.0,Tinli,SekerPancari,11.8,7.1,0.0
7.44,52.7,30.2,256.1,2.05,0.37,3205.2,KilliTinli,Cay,19.0,11.7,0.0
6.93,61.0,55.1,305.7,3.19,0.44,5198.9,TinliKumlu,Lahana,17.6,7.6,5.9
6.77,62.8,29.6,219.1,2.48,0.26,3132.9,KumluTinli,Anason,17.2,11.6,0.0
7.12,74.3,47.8,254.3,3.49,0.38,2118.7,TinliKumlu,Turp,15.9,8.8,7.6
6.68,78.3,59.9,296.0,2.57,0.43,5568.5,TinliKumlu,Lahana,15.9,7.1,5.9
7.21,50.2,27.7,280.1,2.62,0.22,3175.3,KumluTinli,Armut,18.6,11.6,7.0
7.11,77.0,50.1,304.8,2.82,0.34,5705.7,TinliKumlu,Kavun,15.7,8.7,5.7
5.98,71.9,30.8,290.1,2.9,0.32,3480.4,Tinli,OglanOtu,16.3,11.1,0.0
6.51,55.9,23.0,230.0,2.15,0.13,3391.9,Tinli,Anason,18.1,12.4,0.0
6.85,80.9,57.7,295.1,4.15,0.21,6177.7,TinliKumlu,Domates,15.0,7.3,6.0
5.83,56.1,28.6,228.1,3.52,0.24,3513.2,Tinli,Cilek,18.1,12.0,0.0
6.51,72.2,37.8,224.1,2.67,0.18,3235.9,KilliTinli,Kiraz,16.6,10.2,0.0
7.3,60.1,46.7,251.8,3.21,0.36,5382.2,Tinli,Keten,10.8,5.1,0.0
5.76,48.6,36.4,226.2,3.67,0.38,3688.2,KumluTinli,Elma,18.9,10.3,8.5
6.89,70.7,40.9,194.7,3.64,0.25,3697.2,KilliTinli,MeyanKoku,16.4,9.6,0.0
7.28,66.6,29.3,213.9,2.87,0.42,5019.9,AgirKilli,Soya,10.4,7.6,0.0
7.44,72.4,34.6,232.2,2.98,0.28,5493.6,AgirKilli,Soya,9.3,6.9,0.0
7.27,68.6,20.9,231.5,3.51,0.27,3317.4,Tinli,Kayisi,16.8,13.0,0.0
6.88,97.0,54.8,272.0,3.35,0.44,5628.6,MilliTinli,Domates,13.6,7.5,0.0
7.14,51.6,28.5,292.3,2.33,0.11,3472.1,KumluTinli,Muz,19.0,11.9,6.3
7.12,77.5,39.7,195.6,2.16,0.11,3162.0,KumluTinli,Kestane,15.7,9.8,0.0
6.66,27.0,34.5,214.5,1.66,0.93,313.4,MilliTinli,Mercimek,3.3,7.0,0.0
6.91,75.6,42.9,213.3,2.38,0.18,3135.1,KumluTinli,Elma,16.0,9.7,9.0
6.4,76.7,31.7,213.0,2.28,0.1,3513.3,KilliTinli,Kestane,15.5,11.4,0.0
7.85,60.5,30.1,231.7,3.36,0.75,5564.6,Killi,Kanola,10.7,7.2,0.0
6.4,92.5,57.7,344.9,3.52,0.42,1993.2,KumluTinli,Turp,13.7,7.2,4.4
6.01,69.8,35.9,272.7,2.65,0.32,3213.6,Tinli,Rezene,16.7,10.6,0.0
6.84,58.5,35.3,212.7,2.55,0.13,3392.1,KilliTinli,SiloMisiri,18.1,10.5,0.0
6.74,103.0,57.6,317.5,3.22,0.25,2070.6,TinliKumlu,Tere,12.8,7.1,5.6
7.49,27.1,15.3,231.9,1.84,0.62,678.7,Tinli,Yulaf,14.9,9.7,0.0
7.37,43.8,36.9,196.0,3.76,0.25,3581.2,Tinli,Rezene,20.0,10.6,0.0
5.93,69.1,36.1,298.3,2.43,0.28,3178.5,KumluTinli,Uzum,16.6,10.9,6.0
6.36,78.8,23.5,250.5,2.4,0.34,2730.5,KumluTinli,Korunga,15.2,12.3,0.0
6.93,67.3,48.9,348.5,3.17,0.35,2183.6,TinliKumlu,Sarımsak,17.2,8.6,4.8
6.67,69.5,20.1,211.3,3.08,0.26,3251.5,KilliTinli,Greyfurt,16.3,12.8,0.0
6.14,54.7,29.4,297.5,2.61,0.18,3314.0,KumluTinli,Erik,18.5,11.8,5.7
7.61,71.8,35.0,251.7,2.09,0.47,4411.6,Tinli,Kanola,9.6,6.6,0.0
6.45,73.5,43.9,290.5,4.48,0.41,6193.1,MilliTinli,Domates,16.1,9.4,0.0
6.86,65.7,41.5,238.4,2.27,0.19,3399.7,Tinli,Nane,17.3,9.6,0.0
5.93,50.5,25.2,271.8,3.9,0.32,3172.8,KilliTinli,Kivi,18.6,12.3,0.0
6.68,96.1,47.6,253.5,2.58,0.29,2051.8,KumluTinli,Patlican,13.1,8.6,7.4
6.82,37.0,29.4,230.1,1.68,0.78,671.1,Killi,Bezelye,1.9,7.3,0.0
5.78,55.6,27.1,268.0,2.22,0.33,3159.3,Tinli,Findik,18.6,11.9,0.0
7.92,72.8,43.4,314.1,2.13,0.2,5380.7,Tinli,YerFistigi,9.1,5.3,0.0
6.73,72.8,28.6,203.2,2.4,0.32,3411.5,KumluTinli,Mandalina,16.0,11.6,8.9
6.68,51.9,21.4,180.3,2.2,0.34,3391.4,KilliTinli,Kiraz,18.5,12.7,0.0
6.48,72.1,36.8,195.2,2.69,0.2,3316.4,KumluTinli,Kayisi,16.2,10.8,9.2
6.9,67.0,38.0,318.6,3.32,0.39,1999.8,TinliKumlu,Prasa,17.3,10.0,5.8
6.3,40.5,23.1,219.0,3.13,0.36,3252.3,KilliTinli,Nar,20.2,12.3,0.0
6.24,63.0,42.1,299.7,3.96,0.35,2045.9,TinliKumlu,TazeSogan,17.1,9.8,6.2
7.77,25.5,34.0,189.5,1.21,0.92,307.3,MilliTinli,Fasulye,3.8,6.7,0.0
7.16,57.1,36.0,294.4,3.68,0.23,3586.2,KilliTinli,AntepFistigi,17.9,10.8,0.0
7.13,66.1,41.0,293.3,2.55,0.15,3202.4,KumluTinli,Erik,17.4,10.0,6.1
6.96,62.7,24.9,258.6,3.37,0.38,3485.4,KilliTinli,Kayisi,17.1,12.1,0.0
6.1,57.4,22.1,192.3,2.94,0.26,3312.1,KumluTinli,Lavanta,18.2,12.4,0.0
7.18,81.6,44.2,291.2,3.29,0.43,2058.6,KumluTinli,Sarımsak,15.1,9.2,5.9
7.13,72.8,31.3,237.3,3.28,0.56,5784.0,Killi,YerFistigi,9.1,7.4,0.0
6.66,78.3,20.5,268.6,3.92,0.36,3664.2,KumluTinli,Lavanta,15.5,12.9,0.0
6.86,75.3,25.9,211.5,3.41,0.15,3518.4,Tinli,Cilek,15.7,12.2,0.0
6.11,49.9,29.6,186.6,3.62,0.4,3712.8,KilliTinli,Elma,19.1,11.5,0.0
7.13,77.6,28.4,243.6,3.32,0.12,3293.2,KilliTinli,Kestane,15.8,11.5,0.0
6.59,46.8,25.2,216.2,1.72,0.58,702.4,Tinli,Cavdar,12.6,8.1,0.0
6.3,84.7,53.6,249.2,2.21,0.32,5237.5,KumluTinli,Karpuz,14.7,8.1,7.7
7.39,57.8,36.5,262.6,3.74,0.11,3427.0,Tinli,SiloMisiri,17.8,10.6,0.0
6.87,62.7,49.8,250.7,2.2,0.78,4968.7,AgirKilli,YerFistigi,10.7,4.4,0.0
7.07,68.2,48.8,302.1,2.22,0.22,5149.8,Tinli,Soya,9.5,5.0,0.0
5.9,69.7,42.1,249.5,2.49,0.19,3143.9,KilliTinli,Yonca,16.6,9.8,0.0
6.13,82.7,49.8,293.4,2.87,0.24,5490.5,TinliKumlu,Kavun,14.9,8.2,6.2
7.72,50.5,31.9,201.0,2.07,0.46,705.1,Tinli,Arpa,11.8,7.5,0.0
6.13,43.4,31.6,269.8,2.44,0.17,3237.6,Tinli,Nar,19.6,11.2,0.0
7.14,47.4,31.6,181.6,2.96,0.12,3384.9,Tinli,Limon,18.9,11.4,0.0
7.82,88.6,39.5,309.0,3.21,0.74,5282.6,AgirKilli,SekerPancari,7.7,6.0,0.0
6.62,66.9,30.8,193.9,2.21,0.33,3384.4,Tinli,Limon,16.6,11.5,0.0
7.06,52.4,36.1,285.9,2.8,0.12,3484.6,Tinli,Salep,18.4,10.6,0.0
6.06,95.5,52.5,267.7,2.6,0.14,1887.7,KumluTinli,Turp,13.9,8.1,6.7
5.55,78.4,28.6,202.8,3.7,0.31,3610.2,KilliTinli,Kusburnu,15.3,11.6,0.0
7.17,62.0,37.3,261.9,3.68,0.14,3538.8,Tinli,Kayisi,17.4,10.6,0.0
5.85,63.7,33.5,239.3,3.03,0.15,3478.9,KumluTinli,Nane,17.7,10.8,0.0
7.5,54.0,25.3,197.9,2.03,1.09,285.9,MilliTinli,Mercimek,2.3,8.5,0.0
6.37,56.2,29.2,279.2,2.31,0.2,3250.9,KumluTinli,Badem,18.1,11.6,0.0
5.8,50.3,23.8,286.4,3.46,0.27,3332.4,Tinli,OglanOtu,18.8,12.2,0.0
7.36,75.1,28.0,250.4,2.15,0.18,3457.8,KilliTinli,Anason,16.2,11.6,0.0
7.29,61.0,23.4,247.8,3.26,0.36,3528.4,Tinli,Ayva,18.0,12.5,0.0
6.46,73.1,40.4,289.9,2.6,0.38,3143.8,KumluTinli,Portakal,16.3,10.1,6.1
5.97,55.0,24.6,188.7,2.45,0.26,3288.8,KilliTinli,Kivi,18.1,12.1,0.0
6.69,61.6,36.6,268.9,2.88,0.37,3210.6,KilliTinli,Kivi,17.6,10.4,0.0
6.91,98.8,47.1,373.1,4.38,0.1,2089.2,KumluTinli,Ispanak,13.4,9.0,3.6
5.56,41.6,35.3,276.7,2.88,0.27,3605.8,Tinli,Safran,20.2,10.8,0.0
7.17,58.4,26.8,298.3,3.65,0.4,3442.3,KilliTinli,AntepFistigi,18.4,11.9,0.0
6.62,55.2,21.2,260.7,3.97,0.37,3361.9,Tinli,Ceviz,18.6,12.7,0.0
7.32,77.5,20.3,267.3,2.62,0.21,3356.7,Tinli,Kekik,16.0,12.9,0.0
6.5,61.3,36.5,185.0,3.44,0.12,3497.8,KilliTinli,Ayva,17.8,10.4,0.0
7.13,50.1,33.7,239.1,1.64,1.19,309.3,MilliTinli,Fiğ,3.1,6.8,0.0
5.88,67.8,35.1,202.1,2.55,0.22,3538.5,KilliTinli,Papatya,16.8,11.0,0.0
6.28,59.9,41.9,193.0,3.58,0.15,3661.7,Tinli,SiloMisiri,17.8,9.4,0.0
6.01,56.0,40.2,296.0,3.27,0.33,3027.0,Tinli,Findik,18.6,10.1,0.0
7.7,52.1,34.0,227.4,1.85,0.67,298.1,Tinli,Nohut,4.3,6.9,0.0
6.39,71.0,38.5,244.6,2.17,0.38,3429.0,KilliTinli,Kimyon,16.5,10.1,0.0
7.13,71.8,40.6,205.4,2.96,0.25,3375.3,KumluTinli,Limon,16.6,9.9,9.0
6.07,63.0,23.1,262.8,3.46,0.11,2993.7,KumluTinli,Yonca,17.5,12.4,0.0
6.51,66.9,39.8,250.8,2.91,0.39,5710.1,MilliTinli,Domates,17.0,9.8,0.0
7.39,70.9,41.0,224.0,3.52,0.25,3581.5,KilliTinli,Kekik,16.8,9.9,0.0
7.05,56.5,26.1,267.1,2.82,0.32,5629.1,Killi,Soya,11.2,8.1,0.0
5.91,42.7,24.3,298.1,2.94,0.36,3221.9,Tinli,Badem,20.0,12.3,0.0
7.36,48.0,24.1,210.4,1.79,0.35,293.4,MilliTinli,Bugday,12.0,8.4,0.0
5.92,62.2,23.1,233.7,3.14,0.28,3460.9,KilliTinli,YemSalgamı,17.5,12.4,0.0
6.53,64.4,24.8,212.8,3.28,0.24,3544.4,KilliTinli,Safran,17.6,12.2,0.0
6.17,57.7,33.2,233.9,2.99,0.19,3416.5,Tinli,Zeytin,18.0,11.3,0.0
5.9,61.7,35.9,242.6,2.87,0.16,3616.5,KilliTinli,Kiraz,17.6,10.4,0.0
7.1,36.3,26.6,195.1,1.22,1.19,608.5,Killi,Nohut,2.4,8.3,0.0
7.48,36.3,24.7,192.6,1.92,0.62,306.0,Killi,Fiğ,3.0,8.4,0.0
7.03,71.5,32.0,234.7,3.11,0.22,5297.0,Killi,Aycicegi,9.1,7.4,0.0
6.76,58.0,22.0,260.4,2.28,0.3,3089.1,KumluTinli,Uzum,17.9,12.9,6.8
5.57,54.9,35.8,242.7,2.64,0.14,3424.8,KumluTinli,MeyanKoku,18.4,10.7,0.0
7.23,43.3,16.4,229.2,1.51,0.85,688.6,MilliTinli,Burçak,2.9,9.8,0.0
6.09,73.1,36.0,287.8,3.26,0.32,3630.8,KilliTinli,Ayva,16.2,10.4,0.0
5.97,42.9,34.7,286.3,2.73,0.29,3129.3,Tinli,Yonca,19.7,10.9,0.0
7.2,42.9,23.3,184.0,1.25,0.97,658.0,MilliTinli,Mercimek,2.3,8.4,0.0
6.56,40.0,20.0,232.9,1.64,0.87,303.1,Tinli,Fasulye,1.9,9.1,0.0
6.58,58.2,31.6,231.4,3.06,0.18,3253.4,KumluTinli,Seftali,18.1,11.5,8.4
6.96,50.1,29.9,298.0,2.49,0.21,3154.4,Tinli,Armut,19.3,11.5,0.0
6.86,61.2,22.1,214.2,3.04,0.36,3374.6,KilliTinli,Yonca,17.3,13.0,0.0
6.91,99.2,62.7,292.7,3.51,0.25,2121.5,MilliTinli,Tere,13.0,6.4,0.0
7.56,74.6,38.8,230.1,2.56,0.26,5644.3,AgirKilli,Tütün,8.8,6.2,0.0
7.09,38.0,17.2,171.3,2.1,1.1,311.1,MilliTinli,Cavdar,13.8,9.6,0.0
6.65,77.4,28.1,223.9,2.09,0.28,3179.2,KumluTinli,Uzum,15.7,11.7,8.1
6.6,31.7,15.7,200.2,1.55,0.46,310.8,Tinli,Nohut,2.3,9.7,0.0
6.84,42.3,31.4,222.3,2.18,1.14,283.5,Killi,Cavdar,12.6,7.6,0.0
6.18,100.5,57.8,307.8,2.04,0.12,5397.9,MilliTinli,Karpuz,12.7,7.3,0.0
7.53,65.7,49.1,268.6,3.41,0.2,5785.3,Tinli,Aycicegi,10.5,4.5,0.0
6.2,72.8,42.4,374.4,2.64,0.27,2017.8,KumluTinli,Sarımsak,16.1,9.4,3.5
6.6,31.1,16.9,165.1,1.49,0.81,313.8,Killi,Arpa,14.4,9.4,0.0
7.06,53.1,31.8,275.8,2.09,0.15,3184.2,KumluTinli,Badem,18.9,11.5,0.0
7.22,67.8,25.3,216.0,3.27,0.79,5396.2,AgirKilli,Soya,9.9,8.1,0.0
6.0,47.2,31.5,184.2,3.58,0.37,3389.8,Tinli,Portakal,19.2,11.0,0.0
6.51,78.1,37.5,254.1,3.15,0.15,3519.0,KumluTinli,Nar,16.0,10.6,7.7
7.46,27.6,15.4,217.5,1.68,1.01,640.3,MilliTinli,Mercimek,3.6,9.6,0.0
6.39,71.8,62.3,310.4,3.81,0.27,2026.4,MilliTinli,Ispanak,16.7,6.5,0.0
6.77,69.9,43.2,257.6,3.94,0.2,3857.8,Tinli,Mandalina,16.5,9.4,0.0
6.07,89.4,57.7,297.9,3.34,0.14,1994.2,MilliTinli,Roka,14.1,7.3,0.0
7.29,49.5,25.0,239.5,3.8,0.2,3718.9,Tinli,Erik,19.2,12.5,0.0
5.81,67.7,22.3,292.5,3.65,0.36,3356.2,KilliTinli,Rezene,17.1,12.4,0.0
6.98,48.7,15.8,194.5,1.62,0.88,253.4,Killi,Cavdar,12.3,9.9,0.0
7.35,68.8,22.8,201.3,3.57,0.35,3690.5,KilliTinli,AdaCayi,17.1,12.8,0.0
7.73,35.1,27.8,202.7,2.1,0.86,288.1,MilliTinli,Mercimek,2.6,8.1,0.0
6.78,81.8,54.6,247.4,2.86,0.35,1719.2,KumluTinli,Tere,14.9,7.7,7.5
6.33,67.3,53.2,308.5,2.69,0.26,1950.2,MilliTinli,Tere,17.2,8.1,0.0
7.67,46.6,22.0,207.0,1.54,1.2,301.7,MilliTinli,Arpa,12.6,8.5,0.0
6.98,43.1,43.0,296.8,3.21,0.24,3343.0,Tinli,Badem,20.2,9.5,0.0
7.75,86.4,30.5,262.9,3.26,0.27,395.2,AgirKilli,Pamuk,7.8,7.4,0.0
7.07,27.2,25.0,199.5,1.85,0.63,291.3,Tinli,Misir,14.4,8.2,0.0
6.54,72.7,25.2,243.3,2.41,0.14,3112.2,Tinli,Ayva,16.6,12.1,0.0
7.79,61.4,36.2,237.5,2.4,0.46,5476.6,Tinli,Soya,10.8,6.7,0.0
6.59,35.9,33.7,229.0,1.51,0.44,309.8,MilliTinli,Nohut,3.9,7.1,0.0
5.99,50.4,41.9,241.8,3.46,0.11,3768.3,KumluTinli,Anason,19.2,9.8,0.0
7.72,30.0,28.0,179.5,2.19,0.39,314.0,Killi,Arpa,14.5,8.0,0.0
7.36,71.9,35.2,193.9,2.58,0.39,3073.4,KumluTinli,Safran,16.2,10.7,0.0
6.19,106.5,51.6,308.7,3.37,0.33,1734.0,KumluTinli,Kereviz,12.0,8.4,6.1
5.59,78.2,30.6,214.8,3.06,0.34,3300.6,KumluTinli,Salep,15.2,11.2,0.0
6.92,37.3,31.2,221.6,1.45,0.85,598.8,Tinli,Mercimek,2.4,7.5,0.0
5.84,62.8,28.9,272.9,3.09,0.23,3561.7,KilliTinli,Rezene,17.4,11.6,0.0
5.7,61.0,32.9,236.2,3.48,0.35,3665.4,Tinli,MeyanKoku,17.5,10.8,0.0
6.99,58.3,35.0,288.8,2.38,0.62,349.6,Tinli,Pamuk,10.9,6.8,0.0
5.94,55.2,29.0,227.0,3.59,0.2,3526.5,KumluTinli,Cay,18.2,11.7,8.0
7.53,85.9,35.0,246.2,2.01,0.57,5008.1,Tinli,Kanola,7.7,6.7,0.0
6.44,75.3,40.5,255.5,3.43,0.11,3777.2,KumluTinli,Yonca,16.3,10.1,0.0
5.58,59.8,23.7,238.4,2.28,0.23,3074.3,KumluTinli,Kusburnu,17.9,12.4,0.0
7.91,89.8,40.0,204.0,2.12,0.49,5070.4,Tinli,YerFistigi,7.5,6.0,0.0
7.98,58.2,27.6,237.5,3.33,0.51,5759.6,Tinli,YerFistigi,10.7,7.9,0.0
6.66,61.1,32.0,190.7,2.2,0.37,3418.4,Tinli,Kusburnu,17.9,11.2,0.0
7.99,68.2,42.8,295.1,2.74,0.71,5388.1,AgirKilli,Kenevir,9.8,5.3,0.0
6.5,54.8,22.6,267.9,2.64,0.18,3198.1,KilliTinli,Papatya,18.7,12.4,0.0
6.93,51.3,40.2,313.9,3.48,0.49,5489.4,AgirKilli,Susam,12.0,6.0,0.0
6.89,66.0,26.1,223.9,3.36,0.26,5626.6,AgirKilli,Tütün,10.1,8.1,0.0
7.12,62.7,45.0,294.4,3.31,0.24,3241.3,KumluTinli,AntepFistigi,17.9,9.4,0.0
7.28,63.7,37.7,285.1,2.85,0.68,4788.1,Killi,SekerPancari,10.7,6.6,0.0
6.99,74.3,40.6,376.1,3.93,0.43,2151.2,KumluTinli,TazeSogan,16.2,9.8,4.1
7.12,76.3,40.3,296.9,2.82,0.2,3472.3,Tinli,Findik,16.1,9.8,0.0
6.72,65.1,42.0,255.5,2.46,0.24,3328.0,KilliTinli,MeyanKoku,17.4,9.7,0.0
6.17,76.6,39.4,218.9,2.18,0.28,3186.7,KilliTinli,OglanOtu,16.1,10.1,0.0
7.19,62.4,41.2,207.3,2.73,0.28,4902.8,Killi,YerFistigi,10.7,6.0,0.0
5.6,59.7,31.7,189.3,2.52,0.39,3125.6,Tinli,Ayva,17.7,11.2,0.0
7.34,37.1,24.4,217.3,2.16,0.54,296.0,Tinli,Burçak,3.6,8.4,0.0
6.97,66.5,33.7,285.8,2.9,0.12,3415.6,KumluTinli,Cilek,17.3,11.2,6.5
7.29,36.4,16.1,214.2,1.56,0.72,296.0,MilliTinli,Celtik,13.5,9.7,0.0
7.35,82.3,34.1,303.0,3.24,0.25,5623.0,Killi,Kanola,8.1,6.7,0.0
7.11,65.3,36.6,363.1,3.9,0.27,2173.7,KumluTinli,Prasa,17.3,10.5,4.5
6.2,96.5,64.2,305.7,3.76,0.27,1999.6,TinliKumlu,Prasa,13.5,6.7,6.1
6.27,99.8,64.5,243.6,3.88,0.21,2014.8,KumluTinli,TazeSogan,12.9,6.4,7.6
5.75,78.0,41.5,198.7,2.34,0.25,3381.3,KumluTinli,Ceviz,15.5,9.5,0.0
6.64,104.4,50.4,343.5,3.1,0.28,2110.8,TinliKumlu,Biber,12.7,8.2,5.1
6.41,106.5,38.6,244.2,3.1,0.42,1909.9,MilliTinli,Prasa,12.4,10.5,0.0
6.54,40.5,32.9,191.9,3.32,0.27,3693.1,KumluTinli,Papatya,20.3,10.9,0.0
6.52,25.9,18.4,176.9,2.04,0.94,299.6,Tinli,Bugday,15.0,9.2,0.0
7.54,47.5,16.6,236.0,1.97,1.15,684.3,Killi,Yulaf,12.0,9.4,0.0
6.86,79.9,36.7,211.5,2.41,0.26,3399.4,Tinli,Visne,15.6,10.4,0.0
7.13,63.0,20.1,185.0,3.96,0.14,3748.5,KilliTinli,Erik,17.8,12.9,0.0
7.26,70.0,38.9,258.3,3.01,0.14,3504.4,Tinli,Kayisi,16.6,10.2,0.0
5.7,65.7,28.1,255.9,3.67,0.15,3552.8,KilliTinli,Kestane,16.9,11.6,0.0
7.0,102.5,59.1,308.3,3.26,0.43,1982.9,MilliTinli,Prasa,12.8,7.0,0.0
6.87,71.9,24.4,266.6,3.24,0.13,3260.1,Tinli,Safran,16.6,12.6,0.0
7.04,55.9,33.8,240.5,3.14,0.47,5224.5,Tinli,YerFistigi,11.0,7.1,0.0
5.77,70.9,25.4,206.8,2.55,0.28,3412.1,KumluTinli,Kivi,16.3,12.5,8.5
7.05,69.5,44.2,193.8,3.16,0.31,3280.9,KumluTinli,MeyanKoku,16.3,9.1,0.0
7.42,62.5,42.7,286.8,2.5,0.6,4933.5,AgirKilli,Soya,10.7,5.3,0.0
7.09,43.7,30.9,182.8,2.69,0.31,3105.1,KilliTinli,Lavanta,19.6,11.1,0.0
6.53,101.0,58.4,311.9,3.0,0.29,1929.3,MilliTinli,Patlican,12.9,7.3,0.0
5.5,60.3,43.1,203.9,3.28,0.29,3423.4,KumluTinli,Kivi,17.9,9.4,9.2
5.75,55.0,36.5,258.3,3.72,0.14,3295.8,Tinli,Ceviz,18.7,10.7,0.0
7.26,53.0,21.9,214.2,1.43,0.86,645.6,MilliTinli,Celtik,11.8,8.8,0.0
7.33,65.2,41.1,287.8,2.9,0.11,3348.9,KumluTinli,Biberiye,16.9,9.8,0.0
6.8,107.7,44.9,297.1,4.04,0.27,2207.0,KumluTinli,Tere,12.0,9.0,6.5
6.53,60.9,35.0,212.2,2.77,0.27,3545.5,Tinli,Armut,17.4,10.6,0.0
7.41,32.8,29.6,217.3,1.71,0.92,682.5,Tinli,Bezelye,4.7,7.8,0.0
6.83,82.5,59.3,314.7,3.17,0.23,2204.7,MilliTinli,Ispanak,15.5,7.2,0.0
6.95,53.1,35.7,266.3,2.29,0.14,2881.9,Tinli,MeyanKoku,18.4,10.4,0.0
6.77,49.5,41.9,267.9,3.48,0.4,3180.7,KumluTinli,Erik,19.2,9.9,6.8
6.27,107.3,35.4,316.4,2.65,0.21,5466.7,KumluTinli,Kavun,12.3,11.0,5.5
6.66,75.1,23.0,229.8,2.54,0.1,3362.9,Tinli,Muz,16.0,12.4,0.0
6.98,46.7,25.0,205.6,1.98,1.0,285.0,Killi,Burçak,2.4,8.0,0.0
6.03,95.5,61.5,311.9,3.66,0.17,2096.9,MilliTinli,Marul,13.9,6.8,0.0
7.45,53.9,30.7,183.9,1.91,0.91,305.6,MilliTinli,Nohut,3.9,7.4,0.0
7.06,76.6,47.4,282.2,2.62,0.42,4944.8,AgirKilli,Soya,9.0,5.2,0.0
7.33,76.4,49.5,314.2,2.59,0.57,367.4,Tinli,Pamuk,8.7,4.7,0.0
5.64,52.8,31.8,299.7,2.86,0.32,3554.8,KilliTinli,Nane,19.1,11.1,0.0
7.33,54.9,24.1,194.0,1.6,0.63,311.8,Killi,Mercimek,4.3,8.4,0.0
7.04,93.7,54.9,323.7,2.91,0.27,2128.5,MilliTinli,Maydanoz,13.5,7.6,0.0
6.28,58.6,21.9,246.4,2.66,0.14,3356.3,KumluTinli,Cay,17.9,12.7,7.7
7.07,94.8,62.0,339.3,4.44,0.35,2211.5,TinliKumlu,Prasa,14.0,6.7,4.6
6.69,70.1,55.7,266.2,3.61,0.36,2195.7,TinliKumlu,Ispanak,16.6,7.4,7.1
6.0,83.6,61.8,335.3,3.28,0.36,5536.3,MilliTinli,Lahana,15.2,6.6,0.0
6.68,44.7,35.0,229.2,3.81,0.37,3335.7,KilliTinli,Cilek,19.7,10.9,0.0
6.32,91.4,62.5,284.3,2.93,0.14,1967.2,MilliTinli,Havuc,13.9,6.5,0.0
6.98,71.9,26.2,265.9,3.62,0.21,3487.6,KumluTinli,Kekik,16.1,11.8,0.0
6.6,74.8,39.1,284.2,2.04,0.17,3206.2,Tinli,Kekik,15.9,10.4,0.0
