pH,EC,Sertlik,Nitrat,Nitrit,Sodyum,Klor,SulamayaUygun
7.58,0.58,16.3,19.1,0.035,43.0,39.5,True
8.57,4.08,59.4,83.9,0.754,252.9,220.8,False
7.09,0.52,10.2,8.5,0.022,38.8,27.5,True
7.42,0.7,11.4,16.4,0.025,33.9,18.8,True
4.63,2.76,60.1,68.8,1.152,187.2,352.5,False
6.85,0.58,21.9,22.1,0.016,20.5,36.8,True
5.44,2.76,43.3,85.9,1.201,202.7,342.0,False
6.65,0.7,12.6,8.5,0.018,32.9,25.5,True
4.72,2.62,55.8,85.5,1.364,242.4,275.6,False
7.0,0.83,10.3,14.5,0.038,23.8,34.3,True
6.64,0.69,12.2,7.0,0.032,41.1,47.3,True
7.48,0.33,10.5,6.6,0.028,14.7,37.2,True
6.9,0.89,13.5,22.9,0.016,13.4,26.1,True
7.59,0.72,10.7,9.2,0.025,34.0,21.2,True
8.88,3.01,51.4,71.3,0.553,292.1,247.8,False
5.26,3.14,50.1,64.7,1.623,279.9,375.4,False
6.88,0.69,21.1,8.6,0.008,40.9,56.2,True
7.24,0.71,16.6,20.7,0.015,16.4,17.4,True
6.88,0.66,11.2,16.2,0.009,17.4,22.7,True
4.84,2.68,37.7,66.2,1.731,232.3,236.7,False
6.81,0.68,19.4,9.8,0.014,20.7,41.9,True
6.69,0.55,11.9,7.6,0.005,32.1,31.2,True
7.1,0.28,17.2,12.5,0.017,38.9,15.4,True
7.72,0.73,10.0,20.3,0.031,10.3,31.6,True
6.64,0.46,12.9,15.3,0.035,25.3,34.5,True
7.32,0.74,16.6,15.8,0.008,24.4,39.6,True
9.05,3.83,43.2,87.5,1.499,147.5,218.5,False
7.35,0.79,13.5,17.8,0.007,26.8,27.1,True
6.62,0.86,16.5,11.1,0.029,11.6,36.8,True
9.48,3.63,35.8,66.2,0.732,226.7,367.0,False
6.83,0.8,19.2,11.8,0.005,29.4,25.7,True
7.69,0.64,15.3,19.5,0.017,43.4,18.1,True
6.76,0.44,19.5,20.8,0.038,42.1,18.7,True
9.4,2.33,59.5,74.8,1.94,180.4,204.9,False
6.51,0.73,16.7,23.0,0.006,19.5,47.9,True
7.32,0.43,20.0,19.3,0.017,35.7,57.3,True
6.61,0.42,20.8,16.5,0.031,30.1,23.7,True
5.01,4.17,56.0,80.6,0.972,176.4,275.4,False
9.27,4.05,46.6,58.2,0.597,152.7,349.6,False
7.46,0.45,12.7,24.0,0.032,43.7,26.5,True
7.06,0.65,21.2,7.2,0.008,39.8,37.8,True
7.0,0.58,14.6,12.2,0.021,19.7,23.1,True
7.7,0.57,18.6,7.2,0.014,43.5,27.0,True
8.59,3.41,51.8,79.3,1.747,243.4,308.4,False
6.71,0.55,15.9,8.5,0.031,22.7,23.4,True
8.52,2.3,46.1,58.4,0.649,177.5,230.2,False
7.04,0.4,17.5,12.2,0.034,43.7,57.1,True
7.13,0.79,17.7,21.0,0.033,16.7,44.3,True
6.77,0.73,11.8,21.0,0.025,39.1,15.2,True
6.6,0.83,20.9,23.7,0.039,27.2,38.9,True
8.36,3.5,42.3,53.2,0.537,180.2,209.2,False
5.24,4.25,62.4,66.8,1.485,166.5,281.3,False
7.78,0.65,18.6,6.9,0.007,15.6,34.2,True
7.13,0.88,20.2,14.1,0.032,16.8,40.3,True
7.4,0.62,10.6,6.6,0.006,23.0,48.6,True
9.55,3.19,56.0,67.2,1.089,298.5,318.6,False
7.13,0.84,10.4,11.9,0.034,32.0,59.2,True
6.93,0.49,20.4,11.6,0.039,16.0,25.9,True
6.91,0.7,21.7,22.9,0.015,21.4,31.7,True
6.76,0.8,14.1,23.9,0.008,27.0,41.9,True
4.91,2.87,47.0,75.0,1.697,196.0,289.4,False
7.06,0.38,12.1,7.8,0.018,27.3,17.8,True
6.92,0.89,11.1,10.2,0.008,19.6,19.2,True
6.8,0.74,11.6,13.8,0.03,14.7,41.9,True
4.81,4.06,40.7,83.9,0.587,141.0,223.3,False
6.53,0.35,11.3,20.7,0.009,35.3,32.4,True
5.7,3.84,52.1,54.3,1.342,245.8,375.1,False
7.38,0.82,19.2,16.5,0.034,44.5,28.5,True
5.6,3.7,53.0,87.0,0.843,219.0,375.6,False
7.71,0.67,20.9,24.4,0.022,18.2,23.7,True
7.26,0.63,11.5,5.0,0.037,12.8,55.4,True
7.3,0.25,21.4,16.5,0.023,39.4,54.0,True
5.17,3.74,62.4,67.5,0.955,183.3,195.0,False
7.65,0.71,18.0,14.4,0.005,21.9,51.6,True
6.93,0.29,14.1,18.5,0.015,10.2,30.2,True
7.05,0.84,16.9,19.1,0.02,17.8,47.6,True
5.54,2.41,39.4,70.4,1.883,277.5,393.4,False
9.56,2.43,38.3,81.2,1.822,288.3,369.3,False
7.79,0.57,20.1,8.0,0.028,41.9,38.9,True
6.96,0.89,18.6,12.3,0.01,30.7,28.3,True
7.39,0.84,14.9,9.7,0.035,15.7,43.4,True
7.48,0.4,13.2,11.1,0.024,40.7,52.4,True
6.6,0.77,17.8,8.4,0.027,30.9,17.9,True
7.76,0.34,10.4,13.5,0.025,20.4,39.4,True
7.78,0.42,12.2,13.1,0.021,41.3,40.2,True
6.67,0.55,19.4,9.4,0.035,11.9,50.2,True
7.56,0.53,21.0,20.8,0.015,39.6,20.3,True
7.49,0.87,17.8,18.6,0.009,26.6,54.9,True
7.56,0.82,16.6,23.9,0.005,14.7,28.2,True
6.64,0.45,11.9,6.5,0.027,38.5,48.9,True
6.83,0.84,13.5,12.4,0.009,41.5,27.9,True
7.49,0.7,11.9,14.6,0.022,20.7,50.1,True
4.53,2.48,53.6,74.8,1.805,231.6,281.1,False
7.37,0.67,12.3,9.0,0.021,41.9,15.4,True
9.49,2.6,46.6,88.6,0.899,193.8,259.1,False
7.26,0.47,11.7,14.8,0.016,40.2,49.9,True
6.65,0.49,15.6,8.4,0.006,24.5,49.2,True
7.57,0.76,19.3,14.3,0.035,42.4,29.8,True
4.5,2.84,56.4,74.3,1.769,187.3,381.5,False
4.8,3.35,63.8,63.7,1.956,233.3,286.9,False
6.69,0.72,14.9,6.3,0.036,29.5,29.9,True
7.58,0.79,20.0,8.1,0.027,10.5,53.2,True
7.03,0.84,20.6,14.7,0.018,21.4,27.0,True
7.6,0.35,19.0,11.9,0.031,41.8,59.2,True
7.14,0.53,11.7,21.0,0.018,36.7,23.6,True
4.66,4.24,45.0,70.3,1.669,182.3,268.0,False
7.78,0.87,20.2,14.1,0.035,17.7,50.6,True
7.12,0.27,12.3,21.9,0.025,32.2,23.4,True
9.03,2.94,58.6,54.2,1.625,197.4,305.9,False
6.76,0.88,16.2,22.9,0.017,40.1,17.4,True
4.91,3.46,48.8,63.3,1.486,176.8,212.0,False
6.96,0.89,18.5,14.0,0.005,28.2,59.3,True
6.91,0.3,12.6,5.2,0.013,21.6,16.4,True
5.61,2.8,63.0,69.5,0.667,186.3,373.1,False
7.19,0.23,13.7,24.1,0.02,16.5,38.1,True
5.74,2.37,56.6,61.7,0.573,284.4,291.5,False
7.78,0.25,15.1,9.8,0.027,38.2,58.5,True
7.39,0.72,19.3,12.5,0.032,10.2,36.5,True
7.78,0.86,18.5,15.4,0.011,23.4,41.3,True
9.17,2.21,61.1,63.1,1.122,211.4,368.1,False
6.98,0.85,15.3,21.1,0.037,44.1,55.4,True
7.28,0.74,15.5,17.6,0.03,43.6,22.4,True
7.64,0.46,14.9,13.7,0.037,34.2,26.1,True
6.88,0.46,15.4,21.4,0.005,41.4,33.6,True
7.08,0.57,21.7,24.6,0.008,28.8,51.8,True
6.92,0.69,17.8,8.6,0.039,22.4,29.8,True
7.68,0.55,13.2,12.8,0.02,33.4,16.8,True
8.73,4.2,60.7,82.6,0.592,179.5,373.9,False
7.18,0.75,11.0,22.8,0.025,43.3,21.7,True
6.73,0.69,21.7,20.0,0.015,24.7,32.3,True
4.55,3.65,59.0,60.7,1.01,286.7,348.6,False
7.31,0.76,10.8,9.2,0.01,16.7,19.6,True
6.87,0.52,21.4,19.5,0.005,14.1,56.6,True
8.46,3.87,53.3,73.2,1.995,184.5,353.7,False
4.58,2.51,44.4,54.7,1.182,228.3,234.3,False
7.03,0.54,14.3,10.6,0.029,37.2,54.3,True
7.68,0.84,10.7,6.6,0.014,18.9,19.3,True
9.72,4.15,58.9,89.5,1.546,260.2,396.4,False
5.39,2.66,55.9,84.7,0.862,170.6,330.8,False
4.63,3.9,58.4,65.9,1.076,245.2,209.6,False
7.79,0.64,14.3,18.4,0.025,39.6,43.0,True
9.51,3.46,49.0,79.0,1.787,188.5,236.4,False
7.33,0.46,20.3,17.7,0.013,21.8,53.1,True
7.57,0.83,11.2,7.1,0.033,18.8,17.6,True
6.76,0.66,18.8,7.5,0.015,17.7,32.1,True
7.68,0.6,12.6,7.5,0.023,29.2,30.0,True
7.67,0.36,10.4,13.7,0.03,25.9,35.7,True
7.66,0.79,13.0,7.7,0.012,44.0,39.7,True
9.65,3.75,36.6,56.2,1.1,174.7,254.0,False
7.45,0.36,20.8,14.8,0.029,15.1,26.6,True
7.16,0.88,17.9,23.1,0.011,26.9,55.9,True
7.2,0.37,14.0,24.3,0.013,41.6,41.1,True
6.59,0.21,20.7,14.8,0.024,19.8,39.4,True
8.3,2.54,54.7,72.3,1.764,169.3,368.1,False
4.86,3.92,61.9,84.5,0.732,218.1,290.4,False
8.79,2.51,44.8,52.6,1.477,295.3,363.7,False
7.64,0.57,14.5,22.3,0.016,12.8,35.0,True
6.98,0.23,14.4,15.0,0.012,16.1,37.9,True
7.25,0.88,21.8,14.0,0.035,20.6,31.7,True
6.61,0.55,21.2,22.9,0.017,28.6,46.4,True
4.98,2.61,51.5,73.5,1.453,205.8,200.2,False
6.54,0.73,21.7,17.4,0.035,28.1,25.4,True
7.66,0.34,20.3,11.0,0.038,19.8,56.7,True
6.67,0.74,21.1,24.0,0.028,24.4,36.5,True
6.57,0.69,16.7,13.4,0.025,35.7,19.7,True
7.18,0.62,18.8,11.8,0.026,35.7,49.3,True
6.75,0.61,17.1,10.9,0.007,24.0,23.4,True
9.63,2.91,46.3,79.0,1.221,229.0,366.7,False
6.81,0.78,15.6,13.7,0.029,35.0,49.3,True
8.96,3.2,41.3,85.0,1.232,176.0,198.7,False
7.33,0.68,15.6,6.1,0.037,44.3,34.4,True
8.65,3.18,45.7,89.9,1.298,200.0,271.0,False
8.53,2.58,60.4,55.3,0.553,203.2,395.7,False
6.79,0.35,16.7,24.0,0.026,20.6,43.7,True
7.44,0.36,11.9,9.6,0.022,38.0,30.9,True
8.48,3.19,37.7,88.5,1.148,246.5,301.6,False
6.58,0.31,12.6,21.3,0.031,16.8,27.5,True
6.71,0.33,18.6,6.0,0.022,15.2,34.5,True
6.78,0.27,16.4,19.9,0.019,33.5,37.0,True
7.5,0.51,18.0,14.1,0.038,16.3,45.4,True
6.64,0.5,19.4,14.0,0.014,11.0,29.1,True
7.23,0.86,13.2,23.7,0.033,35.6,50.4,True
7.22,0.84,17.0,13.0,0.035,11.7,55.5,True
6.54,0.3,12.3,20.4,0.013,43.9,43.6,True
7.28,0.8,14.6,19.2,0.029,19.0,56.3,True
7.03,0.49,20.7,6.3,0.024,14.8,44.8,True
8.98,2.46,47.9,58.5,0.94,215.5,239.5,False
7.76,0.44,18.9,22.6,0.012,44.7,51.4,True
6.76,0.51,21.8,12.4,0.038,37.9,34.9,True
8.31,2.36,64.1,88.9,1.416,202.8,297.5,False
6.6,0.84,12.8,11.9,0.015,24.5,47.1,True
7.42,0.49,20.7,24.7,0.028,40.2,37.9,True
9.35,2.38,45.9,60.7,0.844,149.8,230.0,False
8.75,2.84,50.4,76.6,0.843,162.2,232.3,False
4.58,2.49,37.2,77.7,1.241,238.8,374.7,False
9.67,4.32,61.6,82.9,1.065,140.7,333.1,False
6.72,0.77,14.1,15.1,0.026,27.1,40.7,True
7.71,0.56,10.3,5.6,0.017,37.4,28.0,True
7.59,0.34,18.7,13.9,0.04,31.4,19.7,True
8.77,2.58,62.0,74.1,0.548,241.3,389.8,False
7.1,0.87,14.3,22.5,0.009,31.6,42.0,True
7.03,0.64,20.6,24.8,0.033,26.4,47.6,True
7.33,0.47,10.1,10.0,0.027,12.5,19.8,True
6.99,0.58,12.8,9.6,0.032,43.7,29.6,True
6.86,0.2,12.6,19.0,0.032,19.8,33.4,True
6.79,0.51,15.7,16.3,0.03,11.7,18.6,True
7.49,0.37,18.6,13.9,0.015,28.3,32.1,True
7.24,0.87,14.1,17.8,0.039,37.9,46.0,True
7.27,0.69,20.2,23.9,0.037,24.2,55.3,True
7.61,0.42,15.1,21.1,0.008,40.1,29.0,True
6.57,0.84,19.2,7.8,0.013,32.5,56.5,True
7.7,0.73,16.6,10.0,0.009,41.5,55.2,True
7.34,0.83,11.4,11.3,0.008,24.3,56.0,True
6.63,0.54,19.8,12.7,0.006,29.4,45.6,True
7.2,0.38,17.5,14.0,0.022,43.0,46.8,True
7.29,0.73,18.7,5.9,0.033,28.6,32.6,True
7.75,0.21,13.7,17.2,0.032,38.6,17.1,True
7.43,0.78,19.1,5.6,0.028,27.4,40.8,True
7.38,0.53,19.0,5.3,0.016,33.8,59.4,True
6.53,0.88,13.6,10.0,0.022,29.0,49.5,True
7.09,0.66,13.6,11.3,0.009,24.7,59.4,True
7.68,0.36,11.2,17.7,0.008,23.1,34.1,True
5.46,2.31,56.7,76.8,1.054,205.8,382.7,False
7.19,0.53,15.3,23.9,0.022,12.8,49.4,True
9.24,2.96,46.7,62.3,0.703,180.1,333.3,False
5.04,3.8,63.0,65.3,0.532,144.5,377.3,False
6.6,0.24,11.5,14.0,0.012,20.0,44.2,True
5.02,3.62,42.9,68.6,1.841,263.8,237.7,False
7.34,0.76,20.7,19.6,0.01,39.9,42.8,True
5.38,3.96,52.1,80.2,0.648,280.5,302.7,False
7.75,0.75,11.7,19.8,0.028,32.6,36.6,True
7.7,0.7,13.5,15.3,0.028,16.8,26.1,True
5.3,2.62,40.9,86.3,1.897,148.3,314.7,False
7.46,0.47,11.0,20.5,0.013,35.8,40.4,True
7.23,0.48,12.9,11.5,0.013,19.4,19.2,True
7.31,0.26,14.1,8.0,0.026,26.7,15.2,True
7.67,0.61,20.6,14.8,0.012,35.4,38.7,True
6.89,0.22,21.4,15.0,0.023,42.3,28.0,True
7.15,0.69,10.4,22.8,0.032,18.7,59.2,True
7.09,0.26,18.4,6.5,0.008,16.9,27.6,True
8.7,2.62,49.3,88.0,1.374,156.4,343.7,False
6.96,0.85,20.2,13.0,0.04,11.8,50.5,True
7.69,0.86,12.0,10.2,0.033,28.1,35.4,True
7.51,0.73,14.5,16.4,0.021,40.5,54.5,True
6.69,0.38,15.5,7.2,0.04,15.8,50.2,True
5.0,4.47,58.8,61.8,1.944,297.4,215.8,False
4.68,3.55,59.8,52.0,1.395,242.9,316.5,False
4.61,4.19,52.1,75.8,1.336,265.7,305.7,False
5.08,2.2,55.9,72.5,0.815,177.3,360.3,False
8.34,2.23,37.3,73.3,1.868,236.2,239.6,False
9.02,4.5,53.2,84.1,0.6,202.3,330.6,False
7.14,0.86,18.8,19.8,0.032,36.1,15.9,True
9.15,3.49,50.2,76.0,1.632,228.7,387.0,False
6.66,0.52,15.5,15.8,0.027,43.5,44.3,True
5.25,2.49,58.3,63.0,0.702,228.0,194.0,False
7.79,0.52,11.7,19.5,0.032,39.8,28.6,True
7.19,0.5,15.7,10.7,0.011,13.7,35.3,True
6.82,0.39,19.9,24.7,0.021,21.3,56.9,True
6.69,0.71,10.5,14.7,0.033,29.6,23.5,True
5.47,2.7,37.2,65.5,1.765,200.5,364.6,False
6.86,0.68,18.5,22.0,0.024,32.7,24.1,True
5.73,3.7,40.1,81.6,1.256,222.0,266.0,False
7.17,0.82,12.8,10.3,0.009,38.7,33.5,True
7.31,0.5,14.1,9.3,0.026,43.4,31.2,True
7.6,0.47,13.1,15.4,0.027,24.7,54.5,True
5.08,2.75,56.0,86.5,0.64,228.5,336.1,False
9.29,3.06,57.7,61.8,0.676,181.2,271.3,False
7.04,0.46,15.0,9.1,0.01,27.8,56.8,True
9.56,2.26,38.1,54.6,1.292,239.2,274.8,False
5.71,2.68,35.1,81.4,0.615,211.8,277.8,False
6.63,0.68,19.9,22.0,0.027,39.2,46.5,True
5.19,4.29,61.2,78.7,0.536,194.6,333.3,False
7.13,0.85,11.3,15.4,0.018,44.7,53.8,True
6.9,0.59,21.9,20.9,0.018,30.2,43.0,True
7.75,0.66,21.1,16.3,0.035,14.3,20.6,True
5.37,3.45,52.0,83.0,1.186,270.3,255.4,False
9.02,4.04,35.7,77.2,1.618,216.4,224.0,False
6.66,0.58,12.7,21.4,0.007,13.5,38.4,True
7.25,0.46,11.7,15.7,0.019,35.7,19.6,True
6.74,0.63,12.8,7.1,0.007,10.8,34.4,True
7.75,0.42,12.9,22.8,0.035,21.5,18.1,True
7.64,0.76,21.8,22.8,0.012,12.0,33.7,True
5.59,4.48,48.6,55.0,0.822,182.9,297.3,False
6.8,0.79,21.8,22.8,0.023,32.0,57.7,True
7.2,0.31,17.1,22.7,0.02,33.4,42.7,True
7.51,0.22,17.0,20.6,0.018,25.1,31.3,True
7.23,0.41,13.6,13.5,0.016,42.0,16.9,True
7.28,0.77,20.1,18.4,0.027,43.2,32.3,True
7.34,0.63,10.8,6.3,0.039,15.3,28.3,True
8.79,3.35,43.7,70.6,1.504,264.4,339.1,False
7.55,0.78,10.7,19.2,0.007,30.8,45.1,True
7.58,0.54,12.1,6.6,0.029,40.3,51.3,True
7.29,0.5,14.6,7.1,0.01,39.3,48.7,True
7.03,0.88,12.4,16.6,0.008,17.6,49.3,True
6.77,0.58,12.1,21.7,0.032,36.5,51.7,True
6.84,0.31,14.9,24.7,0.02,36.2,17.6,True
4.8,4.15,53.6,70.1,1.061,175.8,307.1,False
7.33,0.42,15.4,12.6,0.037,18.2,41.0,True
7.42,0.66,15.3,13.0,0.018,19.9,18.9,True
7.33,0.49,18.1,16.0,0.015,32.6,24.2,True
6.74,0.78,12.6,18.5,0.023,15.1,16.1,True
9.73,2.8,53.5,73.4,0.702,223.3,204.6,False
8.82,4.44,59.6,52.9,1.174,241.6,230.0,False
6.57,0.8,19.7,5.6,0.007,36.4,31.6,True
6.89,0.35,21.4,13.2,0.036,38.6,51.6,True
8.78,4.37,46.6,87.5,0.911,174.9,235.0,False
7.59,0.33,11.7,14.4,0.018,29.6,57.6,True
6.88,0.69,18.2,21.0,0.011,22.3,20.7,True
6.71,0.56,14.7,14.6,0.012,27.5,21.8,True
7.06,0.21,16.8,7.5,0.032,19.0,45.3,True
5.36,3.69,51.9,64.6,1.463,144.5,267.7,False
7.56,0.26,13.2,21.4,0.031,27.5,45.3,True
6.94,0.7,16.5,23.7,0.013,20.9,29.2,True
7.23,0.3,18.3,7.8,0.019,20.8,46.1,True
6.97,0.31,16.2,19.5,0.016,14.3,52.3,True
6.72,0.76,11.7,14.6,0.031,27.0,31.2,True
7.57,0.74,18.0,22.9,0.014,38.7,32.0,True
9.72,4.4,52.7,52.6,1.239,298.8,271.4,False
7.41,0.44,14.0,10.4,0.024,22.6,39.3,True
7.33,0.5,10.6,15.1,0.007,40.9,48.9,True
7.4,0.69,11.6,18.3,0.017,16.0,37.5,True
9.4,3.46,64.8,63.7,1.017,161.5,331.6,False
5.36,3.29,48.1,70.7,1.712,244.9,228.9,False
7.59,0.83,21.3,22.6,0.031,10.8,29.2,True
7.16,0.39,10.9,11.6,0.022,12.0,19.0,True
5.03,3.35,39.8,85.5,1.23,295.0,243.5,False
7.53,0.82,18.9,8.5,0.015,42.2,34.7,True
4.78,3.35,59.7,87.1,1.495,188.9,334.8,False
7.02,0.38,17.7,14.2,0.039,17.7,41.5,True
9.76,2.6,61.6,76.2,1.935,268.0,351.2,False
6.92,0.59,13.1,13.0,0.017,38.1,56.6,True
7.38,0.26,16.7,7.9,0.012,23.8,19.5,True
9.16,4.13,40.8,82.3,1.691,219.8,239.1,False
8.84,3.01,58.5,88.7,1.821,212.6,311.7,False
7.63,0.23,18.6,15.8,0.034,27.8,39.3,True
6.95,0.81,16.1,9.8,0.018,13.7,55.7,True
7.52,0.46,14.3,25.0,0.018,18.7,43.0,True
6.79,0.24,19.1,11.3,0.018,27.0,37.8,True
6.67,0.28,12.0,22.8,0.04,22.5,28.1,True
7.55,0.75,18.6,22.7,0.013,13.8,42.7,True
6.58,0.46,21.2,15.6,0.033,30.2,58.1,True
5.72,3.98,45.2,80.0,1.163,200.3,259.9,False
6.72,0.74,16.9,10.4,0.023,43.7,15.9,True
7.03,0.83,19.0,8.0,0.025,13.1,26.0,True
7.6,0.85,17.9,21.5,0.031,34.6,49.6,True
6.83,0.61,19.8,20.5,0.011,11.8,53.3,True
6.98,0.75,10.9,24.2,0.02,21.0,58.8,True
8.89,4.01,51.0,73.9,0.52,223.9,310.9,False
7.69,0.74,21.8,14.5,0.008,43.4,15.2,True
6.6,0.71,20.7,8.3,0.03,25.6,48.9,True
9.74,2.77,59.3,62.4,0.781,250.9,244.1,False
7.25,0.44,18.1,19.8,0.025,19.7,37.9,True
6.63,0.83,11.8,18.2,0.026,37.2,39.8,True
5.52,3.52,41.5,87.6,0.889,298.4,277.9,False
7.49,0.82,16.5,18.5,0.02,21.2,33.5,True
7.78,0.57,18.7,7.3,0.015,19.6,40.9,True
7.22,0.47,21.5,13.7,0.025,43.1,59.5,True
7.77,0.46,17.4,6.6,0.017,38.1,36.5,True
7.8,0.69,19.3,12.9,0.037,29.1,45.6,True
9.67,3.06,37.9,57.3,1.231,219.2,351.2,False
6.53,0.22,18.1,19.5,0.035,24.0,32.5,True
5.4,2.59,55.2,66.8,1.307,147.6,370.9,False
5.05,2.32,46.7,51.1,1.856,143.2,196.2,False
7.27,0.28,18.9,21.1,0.024,15.2,50.4,True
7.75,0.89,18.0,7.3,0.014,28.0,53.3,True
9.55,3.87,48.4,79.6,1.991,182.0,323.2,False
4.98,3.11,39.1,70.0,1.836,215.0,231.1,False
6.58,0.74,19.1,12.6,0.01,27.4,29.9,True
6.65,0.64,18.2,17.7,0.032,43.0,53.7,True
7.35,0.24,13.5,14.2,0.014,11.7,18.9,True
7.14,0.28,18.8,21.8,0.027,15.9,18.4,True
6.73,0.76,13.9,15.2,0.031,23.9,20.9,True
7.62,0.55,10.3,24.4,0.039,23.4,57.9,True
7.0,0.44,14.0,22.9,0.006,37.1,26.4,True
5.04,2.93,41.5,78.5,1.176,223.7,360.9,False
7.41,0.73,17.9,12.3,0.023,42.7,47.8,True
7.52,0.75,13.6,6.4,0.04,18.8,18.0,True
6.5,0.61,14.0,12.8,0.014,28.5,25.4,True
7.69,0.78,18.7,7.5,0.028,34.3,49.3,True
7.77,0.77,20.2,22.2,0.027,36.0,31.2,True
4.63,4.38,55.9,50.4,1.731,281.2,396.0,False
7.42,0.21,17.7,5.7,0.039,34.4,23.4,True
7.68,0.79,16.1,18.6,0.019,32.7,26.6,True
7.04,0.45,17.2,19.8,0.034,24.6,47.3,True
7.06,0.53,20.3,9.4,0.009,31.6,22.8,True
8.44,4.39,50.0,60.1,1.638,194.0,361.4,False
9.63,2.25,64.0,50.7,1.762,293.8,398.5,False
7.36,0.53,10.6,24.2,0.011,33.4,56.1,True
7.21,0.28,14.4,8.6,0.017,43.3,45.7,True
4.51,2.53,35.7,65.2,0.822,218.7,300.1,False
7.17,0.52,21.1,18.3,0.017,34.9,41.2,True
7.72,0.68,21.4,9.0,0.035,33.4,39.9,True
7.24,0.4,13.7,21.7,0.013,27.9,45.7,True
7.53,0.71,12.2,16.3,0.006,25.4,47.1,True
6.64,0.69,10.8,22.3,0.016,13.1,49.2,True
7.74,0.85,18.2,7.0,0.012,16.4,38.4,True
7.17,0.78,15.8,23.0,0.034,32.8,17.6,True
7.74,0.76,13.6,7.6,0.017,41.3,21.0,True
7.12,0.62,10.4,24.8,0.03,24.9,23.6,True
7.58,0.5,21.1,24.9,0.032,33.3,32.6,True
6.88,0.35,19.6,23.9,0.013,21.1,47.1,True
7.68,0.73,10.9,8.1,0.008,21.2,34.6,True
6.75,0.63,14.0,19.7,0.025,29.4,45.8,True
7.37,0.27,10.8,19.5,0.027,41.3,38.4,True
7.65,0.3,11.5,11.1,0.011,13.9,45.5,True
7.43,0.6,16.9,6.8,0.011,28.7,30.7,True
7.66,0.68,15.3,24.0,0.039,21.0,30.9,True
6.94,0.35,10.3,24.4,0.021,15.7,49.1,True
6.77,0.34,15.2,14.7,0.023,43.4,19.5,True
7.15,0.52,21.0,24.9,0.028,39.9,44.1,True
5.11,2.94,53.5,88.9,1.337,225.2,197.4,False
7.21,0.57,12.4,16.8,0.023,27.8,31.2,True
7.18,0.35,15.5,7.2,0.024,13.4,43.6,True
7.75,0.39,21.1,8.6,0.039,20.3,43.5,True
7.02,0.44,19.5,15.5,0.025,29.6,32.9,True
7.31,0.73,17.3,5.7,0.01,23.0,46.8,True
8.81,2.88,50.9,62.2,1.901,201.2,236.2,False
5.61,3.48,38.8,74.6,1.715,260.5,241.7,False
7.2,0.45,19.9,15.8,0.013,14.8,59.3,True
6.61,0.2,11.4,17.3,0.029,25.3,17.1,True
5.36,4.18,54.0,50.7,0.759,195.8,389.3,False
7.43,0.89,15.6,19.7,0.039,29.2,46.5,True
6.71,0.47,14.3,22.3,0.025,39.9,21.6,True
7.77,0.9,11.8,13.5,0.032,43.4,55.1,True
6.85,0.41,14.5,13.4,0.025,43.2,26.1,True
9.7,3.49,61.9,54.0,1.241,278.4,379.1,False
7.66,0.78,21.2,22.5,0.031,16.5,28.6,True
4.97,3.43,59.4,68.6,0.56,283.1,250.9,False
7.8,0.29,19.5,25.0,0.033,36.9,26.6,True
7.08,0.81,16.7,19.6,0.02,11.4,44.2,True
6.83,0.22,14.9,5.5,0.005,37.7,29.2,True
7.57,0.72,18.5,6.3,0.007,34.3,57.5,True
8.84,2.4,64.4,57.4,0.913,292.7,229.2,False
7.28,0.75,11.9,8.5,0.009,42.8,41.0,True
5.27,2.41,52.2,86.3,0.553,272.2,296.4,False
7.09,0.38,10.2,18.4,0.038,13.7,49.0,True
4.92,2.38,56.0,71.5,0.655,230.4,230.4,False
7.24,0.63,15.0,24.5,0.01,23.7,34.4,True
5.63,2.65,43.7,78.0,0.882,220.3,218.2,False
8.37,4.14,46.6,86.6,0.866,251.0,344.5,False
7.0,0.55,12.1,12.9,0.018,20.0,59.9,True
7.51,0.7,17.8,13.7,0.018,13.0,31.1,True
7.18,0.61,11.5,6.5,0.011,30.5,23.5,True
6.64,0.26,13.4,20.1,0.014,38.5,51.9,True
6.96,0.46,20.1,19.3,0.028,11.1,23.3,True
7.56,0.65,12.7,14.6,0.04,21.5,20.2,True
7.67,0.64,15.9,16.3,0.015,39.9,48.5,True
7.09,0.23,17.4,18.1,0.008,37.5,44.1,True
7.52,0.47,13.0,5.5,0.027,37.8,55.0,True
6.9,0.3,17.5,16.1,0.02,39.9,42.9,True
8.97,4.17,46.8,68.7,1.149,269.8,390.3,False
7.12,0.41,13.2,24.1,0.035,38.6,24.6,True
6.68,0.43,13.7,21.0,0.035,16.8,20.6,True
7.14,0.69,11.0,20.8,0.013,27.6,57.3,True
7.42,0.49,10.9,20.0,0.032,19.5,56.2,True
7.31,0.9,21.8,12.1,0.023,41.7,19.1,True
8.58,2.65,47.2,82.2,1.418,272.1,243.5,False
6.79,0.81,21.8,21.3,0.031,30.6,49.6,True
8.67,4.47,43.5,71.1,1.523,160.0,264.4,False
7.14,0.28,13.5,10.1,0.032,16.3,35.9,True
8.81,4.27,49.5,76.5,0.66,218.8,193.4,False
7.3,0.65,16.1,24.9,0.018,40.9,22.6,True
6.96,0.87,11.6,24.8,0.005,25.8,26.3,True
6.95,0.35,15.5,24.8,0.018,32.9,43.6,True
7.35,0.46,12.4,23.0,0.031,21.9,27.8,True
