Azot,Fosfor,Potasyum,pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
87.1,38.0,258.5,7.39,2.87,0.61,Tinli,Aycicegi,629.5,17.8,1,1,5018
47.8,23.3,297.1,7.29,3.74,0.37,Tinli,Armut,698.9,18.5,1,1,3480
97.3,41.2,281.0,6.58,3.19,0.4,TinliKumlu,Sarımsak,275.9,24.7,1,1,2165
81.2,48.8,242.9,6.2,2.53,0.31,TinliKumlu,Kereviz,342.2,21.4,1,1,2080
64.1,39.7,205.8,6.43,2.13,0.26,KilliTinli,Kiraz,818.5,15.5,1,1,3065
40.1,44.0,251.1,6.17,3.64,0.35,Tinli,Limon,806.9,19.2,1,1,3348
33.1,24.0,212.2,6.79,2.14,0.56,MilliTinli,Nohut,402.5,14.0,0,1,333
36.7,25.2,234.3,6.95,2.16,0.42,Tinli,Fasulye,424.4,10.0,0,1,329
102.2,52.1,293.5,6.99,4.37,0.27,MilliTinli,Havuc,318.7,23.8,1,1,2212
49.0,19.9,218.0,6.59,1.28,1.16,Killi,Nohut,502.8,13.5,0,0,230
96.6,50.7,377.3,6.2,3.61,0.11,MilliTinli,Maydanoz,439.1,22.9,1,1,2137
69.6,26.3,211.3,7.45,3.29,0.14,KumluTinli,Zeytin,693.0,16.8,1,1,3257
83.5,26.7,313.1,7.22,3.48,0.25,Tinli,Kenevir,511.7,20.2,1,1,5873
80.9,26.0,248.2,7.28,3.2,0.51,AgirKilli,Tütün,438.6,20.8,1,1,5418
32.4,31.7,192.4,7.46,2.26,0.37,Killi,Bezelye,320.2,11.5,1,1,743
50.2,35.5,244.3,6.09,2.12,0.12,KumluTinli,Kimyon,686.0,19.8,1,0,2733
69.4,36.0,372.4,6.66,2.43,0.17,MilliTinli,Karpuz,389.3,24.8,1,1,5201
93.0,53.4,358.9,6.81,3.46,0.45,TinliKumlu,Biber,438.2,22.1,1,1,2074
73.2,20.4,212.8,6.44,2.0,0.22,KumluTinli,Papatya,537.7,14.1,1,1,3394
52.0,33.4,261.1,6.91,2.8,0.36,Tinli,SekerPancari,689.1,17.5,1,0,4563
52.7,30.2,256.1,7.44,2.05,0.37,KilliTinli,Cay,583.8,12.2,1,1,3205
61.0,55.1,305.7,6.93,3.19,0.44,TinliKumlu,Lahana,453.1,19.3,1,1,5198
62.8,29.6,219.1,6.77,2.48,0.26,KumluTinli,Anason,613.4,17.1,1,1,3132
74.3,47.8,254.3,7.12,3.49,0.38,TinliKumlu,Turp,355.9,23.6,1,1,2118
78.3,59.9,296.0,6.68,2.57,0.43,TinliKumlu,Lahana,403.1,21.5,1,1,5568
50.2,27.7,280.1,7.21,2.62,0.22,KumluTinli,Armut,673.1,13.6,1,1,3175
77.0,50.1,304.8,7.11,2.82,0.34,TinliKumlu,Kavun,350.9,21.2,1,1,5705
71.9,30.8,290.1,5.98,2.9,0.32,Tinli,OglanOtu,783.2,18.9,1,1,3480
55.9,23.0,230.0,6.51,2.15,0.13,Tinli,Anason,535.1,17.5,1,1,3391
80.9,57.7,295.1,6.85,4.15,0.21,TinliKumlu,Domates,256.2,21.2,1,1,6177
56.1,28.6,228.1,5.83,3.52,0.24,Tinli,Cilek,775.8,19.7,1,1,3513
72.2,37.8,224.1,6.51,2.67,0.18,KilliTinli,Kiraz,885.5,13.6,0,1,3235
60.1,46.7,251.8,7.3,3.21,0.36,Tinli,Keten,578.2,15.5,1,1,5382
48.6,36.4,226.2,5.76,3.67,0.38,KumluTinli,Elma,781.3,19.1,1,1,3688
70.7,40.9,194.7,6.89,3.64,0.25,KilliTinli,MeyanKoku,790.9,14.2,0,1,3697
66.6,29.3,213.9,7.28,2.87,0.42,AgirKilli,Soya,449.3,15.9,1,1,5019
72.4,34.6,232.2,7.44,2.98,0.28,AgirKilli,Soya,475.8,16.5,1,1,5493
68.6,20.9,231.5,7.27,3.51,0.27,Tinli,Kayisi,703.2,18.5,1,1,3317
97.0,54.8,272.0,6.88,3.35,0.44,MilliTinli,Domates,433.2,22.7,1,1,5628
51.6,28.5,292.3,7.14,2.33,0.11,KumluTinli,Muz,814.8,15.7,1,1,3472
77.5,39.7,195.6,7.12,2.16,0.11,KumluTinli,Kestane,780.6,17.7,1,1,3162
27.0,34.5,214.5,6.66,1.66,0.93,MilliTinli,Mercimek,548.9,12.9,0,1,313
75.6,42.9,213.3,6.91,2.38,0.18,KumluTinli,Elma,869.8,18.6,1,1,3135
76.7,31.7,213.0,6.4,2.28,0.1,KilliTinli,Kestane,542.9,15.1,1,1,3513
60.5,30.1,231.7,7.85,3.36,0.75,Killi,Kanola,520.1,18.6,1,1,5564
92.5,57.7,344.9,6.4,3.52,0.42,KumluTinli,Turp,306.6,18.1,1,1,1993
69.8,35.9,272.7,6.01,2.65,0.32,Tinli,Rezene,574.6,13.4,1,1,3213
58.5,35.3,212.7,6.84,2.55,0.13,KilliTinli,SiloMisiri,834.3,13.8,0,1,3392
103.0,57.6,317.5,6.74,3.22,0.25,TinliKumlu,Tere,259.8,25.9,1,1,2070
27.1,15.3,231.9,7.49,1.84,0.62,Tinli,Yulaf,454.2,12.0,1,1,678
43.8,36.9,196.0,7.37,3.76,0.25,Tinli,Rezene,541.8,13.7,1,1,3581
69.1,36.1,298.3,5.93,2.43,0.28,KumluTinli,Uzum,617.0,12.7,0,1,3178
78.8,23.5,250.5,6.36,2.4,0.34,KumluTinli,Korunga,731.3,17.6,1,0,2730
67.3,48.9,348.5,6.93,3.17,0.35,TinliKumlu,Sarımsak,269.5,22.0,1,1,2183
69.5,20.1,211.3,6.67,3.08,0.26,KilliTinli,Greyfurt,664.5,14.2,1,0,3251
54.7,29.4,297.5,6.14,2.61,0.18,KumluTinli,Erik,704.4,13.2,1,1,3314
71.8,35.0,251.7,7.61,2.09,0.47,Tinli,Kanola,649.0,20.8,1,0,4411
73.5,43.9,290.5,6.45,4.48,0.41,MilliTinli,Domates,468.1,23.1,1,1,6193
65.7,41.5,238.4,6.86,2.27,0.19,Tinli,Nane,896.7,14.4,1,1,3399
50.5,25.2,271.8,5.93,3.9,0.32,KilliTinli,Kivi,755.5,15.1,1,0,3172
96.1,47.6,253.5,6.68,2.58,0.29,KumluTinli,Patlican,393.8,23.9,1,1,2051
37.0,29.4,230.1,6.82,1.68,0.78,Killi,Bezelye,386.6,13.3,1,1,671
55.6,27.1,268.0,5.78,2.22,0.33,Tinli,Findik,788.7,13.1,1,1,3159
72.8,43.4,314.1,7.92,2.13,0.2,Tinli,YerFistigi,574.8,17.9,1,1,5380
72.8,28.6,203.2,6.73,2.4,0.32,KumluTinli,Mandalina,804.9,15.9,1,1,3411
51.9,21.4,180.3,6.68,2.2,0.34,KilliTinli,Kiraz,650.5,13.6,1,1,3391
72.1,36.8,195.2,6.48,2.69,0.2,KumluTinli,Kayisi,820.1,17.0,1,1,3316
67.0,38.0,318.6,6.9,3.32,0.39,TinliKumlu,Prasa,276.7,22.0,1,1,1999
40.5,23.1,219.0,6.3,3.13,0.36,KilliTinli,Nar,713.5,14.7,1,1,3252
63.0,42.1,299.7,6.24,3.96,0.35,TinliKumlu,TazeSogan,486.4,18.9,1,1,2045
25.5,34.0,189.5,7.77,1.21,0.92,MilliTinli,Fasulye,541.4,10.6,0,1,307
57.1,36.0,294.4,7.16,3.68,0.23,KilliTinli,AntepFistigi,569.9,18.7,0,1,3586
66.1,41.0,293.3,7.13,2.55,0.15,KumluTinli,Erik,780.7,13.8,0,1,3202
62.7,24.9,258.6,6.96,3.37,0.38,KilliTinli,Kayisi,517.4,12.5,1,1,3485
57.4,22.1,192.3,6.1,2.94,0.26,KumluTinli,Lavanta,866.0,13.1,1,1,3312
81.6,44.2,291.2,7.18,3.29,0.43,KumluTinli,Sarımsak,462.5,26.0,1,1,2058
72.8,31.3,237.3,7.13,3.28,0.56,Killi,YerFistigi,648.2,14.2,1,1,5783
78.3,20.5,268.6,6.66,3.92,0.36,KumluTinli,Lavanta,630.7,13.4,1,1,3664
75.3,25.9,211.5,6.86,3.41,0.15,Tinli,Cilek,872.8,16.1,1,1,3518
49.9,29.6,186.6,6.11,3.62,0.4,KilliTinli,Elma,722.0,14.4,0,1,3712
77.6,28.4,243.6,7.13,3.32,0.12,KilliTinli,Kestane,678.4,14.5,1,1,3293
46.8,25.2,216.2,6.59,1.72,0.58,Tinli,Cavdar,355.0,13.3,1,1,702
84.7,53.6,249.2,6.3,2.21,0.32,KumluTinli,Karpuz,320.1,25.8,1,1,5237
57.8,36.5,262.6,7.39,3.74,0.11,Tinli,SiloMisiri,871.1,12.8,1,1,3427
62.7,49.8,250.7,6.87,2.2,0.78,AgirKilli,YerFistigi,538.2,16.0,1,1,4968
68.2,48.8,302.1,7.07,2.22,0.22,Tinli,Soya,485.7,19.2,1,1,5149
69.7,42.1,249.5,5.9,2.49,0.19,KilliTinli,Yonca,722.9,19.1,1,1,3143
82.7,49.8,293.4,6.13,2.87,0.24,TinliKumlu,Kavun,379.9,23.5,1,1,5490
50.5,31.9,201.0,7.72,2.07,0.46,Tinli,Arpa,416.7,11.9,1,1,705
43.4,31.6,269.8,6.13,2.44,0.17,Tinli,Nar,881.7,19.9,1,1,3237
47.4,31.6,181.6,7.14,2.96,0.12,Tinli,Limon,650.3,14.3,1,1,3384
88.6,39.5,309.0,7.82,3.21,0.74,AgirKilli,SekerPancari,402.7,14.3,1,1,5282
66.9,30.8,193.9,6.62,2.21,0.33,Tinli,Limon,511.2,19.8,1,1,3384
52.4,36.1,285.9,7.06,2.8,0.12,Tinli,Salep,862.9,14.1,0,1,3484
95.5,52.5,267.7,6.06,2.6,0.14,KumluTinli,Turp,436.6,24.4,1,1,1887
78.4,28.6,202.8,5.55,3.7,0.31,KilliTinli,Kusburnu,888.3,18.3,1,1,3610
62.0,37.3,261.9,7.17,3.68,0.14,Tinli,Kayisi,541.1,12.6,1,1,3538
63.7,33.5,239.3,5.85,3.03,0.15,KumluTinli,Nane,525.7,12.8,1,1,3478
54.0,25.3,197.9,7.5,2.03,1.09,MilliTinli,Mercimek,381.1,13.2,0,1,285
56.2,29.2,279.2,6.37,2.31,0.2,KumluTinli,Badem,506.3,14.3,1,1,3250
50.3,23.8,286.4,5.8,3.46,0.27,Tinli,OglanOtu,687.7,16.1,1,1,3332
75.1,28.0,250.4,7.36,2.15,0.18,KilliTinli,Anason,891.6,14.9,1,1,3457
61.0,23.4,247.8,7.29,3.26,0.36,Tinli,Ayva,664.3,18.7,1,1,3528
73.1,40.4,289.9,6.46,2.6,0.38,KumluTinli,Portakal,832.7,12.8,0,1,3143
55.0,24.6,188.7,5.97,2.45,0.26,KilliTinli,Kivi,700.5,17.6,0,1,3288
61.6,36.6,268.9,6.69,2.88,0.37,KilliTinli,Kivi,884.6,16.6,1,1,3210
98.8,47.1,373.1,6.91,4.38,0.1,KumluTinli,Ispanak,380.8,25.4,1,1,2089
41.6,35.3,276.7,5.56,2.88,0.27,Tinli,Safran,744.2,13.8,1,1,3605
58.4,26.8,298.3,7.17,3.65,0.4,KilliTinli,AntepFistigi,882.6,19.1,0,1,3442
55.2,21.2,260.7,6.62,3.97,0.37,Tinli,Ceviz,834.1,13.7,1,1,3361
77.5,20.3,267.3,7.32,2.62,0.21,Tinli,Kekik,698.4,14.8,1,1,3356
61.3,36.5,185.0,6.5,3.44,0.12,KilliTinli,Ayva,740.6,14.8,0,1,3497
50.1,33.7,239.1,7.13,1.64,1.19,MilliTinli,Fiğ,375.6,13.4,0,1,309
67.8,35.1,202.1,5.88,2.55,0.22,KilliTinli,Papatya,598.1,18.0,0,1,3538
59.9,41.9,193.0,6.28,3.58,0.15,Tinli,SiloMisiri,574.2,18.1,1,1,3661
56.0,40.2,296.0,6.01,3.27,0.33,Tinli,Findik,749.9,19.9,1,0,3027
52.1,34.0,227.4,7.7,1.85,0.67,Tinli,Nohut,518.2,11.2,0,1,298
71.0,38.5,244.6,6.39,2.17,0.38,KilliTinli,Kimyon,681.8,17.7,1,1,3428
71.8,40.6,205.4,7.13,2.96,0.25,KumluTinli,Limon,752.1,18.4,1,1,3375
63.0,23.1,262.8,6.07,3.46,0.11,KumluTinli,Yonca,796.4,14.5,1,0,2993
66.9,39.8,250.8,6.51,2.91,0.39,MilliTinli,Domates,323.0,22.4,1,1,5710
70.9,41.0,224.0,7.39,3.52,0.25,KilliTinli,Kekik,880.9,19.7,1,1,3581
56.5,26.1,267.1,7.05,2.82,0.32,Killi,Soya,443.7,16.7,1,1,5629
42.7,24.3,298.1,5.91,2.94,0.36,Tinli,Badem,784.3,18.6,1,1,3221
48.0,24.1,210.4,7.36,1.79,0.35,MilliTinli,Bugday,417.9,13.0,0,1,293
62.2,23.1,233.7,5.92,3.14,0.28,KilliTinli,YemSalgamı,755.8,15.7,1,1,3460
64.4,24.8,212.8,6.53,3.28,0.24,KilliTinli,Safran,784.7,17.9,1,1,3544
57.7,33.2,233.9,6.17,2.99,0.19,Tinli,Zeytin,800.4,15.0,1,1,3416
61.7,35.9,242.6,5.9,2.87,0.16,KilliTinli,Kiraz,562.9,16.9,1,1,3616
36.3,26.6,195.1,7.1,1.22,1.19,Killi,Nohut,496.2,13.6,1,1,608
36.3,24.7,192.6,7.48,1.92,0.62,Killi,Fiğ,373.8,12.5,0,1,306
71.5,32.0,234.7,7.03,3.11,0.22,Killi,Aycicegi,627.2,18.7,1,1,5297
58.0,22.0,260.4,6.76,2.28,0.3,KumluTinli,Uzum,806.1,16.8,1,1,3089
54.9,35.8,242.7,5.57,2.64,0.14,KumluTinli,MeyanKoku,868.1,15.4,1,1,3424
43.3,16.4,229.2,7.23,1.51,0.85,MilliTinli,Burçak,520.1,10.3,1,1,688
73.1,36.0,287.8,6.09,3.26,0.32,KilliTinli,Ayva,816.4,16.5,0,1,3630
42.9,34.7,286.3,5.97,2.73,0.29,Tinli,Yonca,723.4,18.3,1,1,3129
42.9,23.3,184.0,7.2,1.25,0.97,MilliTinli,Mercimek,392.8,13.8,1,1,657
40.0,20.0,232.9,6.56,1.64,0.87,Tinli,Fasulye,327.7,11.2,0,1,303
58.2,31.6,231.4,6.58,3.06,0.18,KumluTinli,Seftali,822.2,17.8,1,1,3253
50.1,29.9,298.0,6.96,2.49,0.21,Tinli,Armut,616.8,16.8,1,1,3154
61.2,22.1,214.2,6.86,3.04,0.36,KilliTinli,Yonca,719.5,12.1,1,1,3374
99.2,62.7,292.7,6.91,3.51,0.25,MilliTinli,Tere,259.7,24.0,1,1,2121
74.6,38.8,230.1,7.56,2.56,0.26,AgirKilli,Tütün,615.4,21.3,1,1,5644
38.0,17.2,171.3,7.09,2.1,1.1,MilliTinli,Cavdar,445.7,12.9,0,1,311
77.4,28.1,223.9,6.65,2.09,0.28,KumluTinli,Uzum,513.0,14.2,1,1,3179
31.7,15.7,200.2,6.6,1.55,0.46,Tinli,Nohut,387.1,12.0,0,1,310
42.3,31.4,222.3,6.84,2.18,1.14,Killi,Cavdar,437.6,11.2,0,1,283
100.5,57.8,307.8,6.18,2.04,0.12,MilliTinli,Karpuz,429.2,21.4,1,1,5397
65.7,49.1,268.6,7.53,3.41,0.2,Tinli,Aycicegi,570.5,21.1,1,1,5785
72.8,42.4,374.4,6.2,2.64,0.27,KumluTinli,Sarımsak,455.6,25.8,1,1,2017
31.1,16.9,165.1,6.6,1.49,0.81,Killi,Arpa,455.2,13.5,0,1,313
53.1,31.8,275.8,7.06,2.09,0.15,KumluTinli,Badem,592.0,14.7,1,1,3184
67.8,25.3,216.0,7.22,3.27,0.79,AgirKilli,Soya,506.4,21.1,1,1,5396
47.2,31.5,184.2,6.0,3.58,0.37,Tinli,Portakal,607.2,13.0,1,1,3389
78.1,37.5,254.1,6.51,3.15,0.15,KumluTinli,Nar,637.0,19.6,0,1,3519
27.6,15.4,217.5,7.46,1.68,1.01,MilliTinli,Mercimek,449.8,10.7,1,1,640
71.8,62.3,310.4,6.39,3.81,0.27,MilliTinli,Ispanak,347.0,18.0,1,1,2026
69.9,43.2,257.6,6.77,3.94,0.2,Tinli,Mandalina,647.9,13.3,0,1,3857
89.4,57.7,297.9,6.07,3.34,0.14,MilliTinli,Roka,256.3,24.1,1,1,1994
49.5,25.0,239.5,7.29,3.8,0.2,Tinli,Erik,617.4,16.9,1,1,3718
67.7,22.3,292.5,5.81,3.65,0.36,KilliTinli,Rezene,663.4,18.8,0,0,3356
48.7,15.8,194.5,6.98,1.62,0.88,Killi,Cavdar,337.5,12.0,0,0,253
68.8,22.8,201.3,7.35,3.57,0.35,KilliTinli,AdaCayi,662.8,19.7,1,1,3690
35.1,27.8,202.7,7.73,2.1,0.86,MilliTinli,Mercimek,517.0,10.4,0,1,288
81.8,54.6,247.4,6.78,2.86,0.35,KumluTinli,Tere,322.8,18.5,1,0,1719
67.3,53.2,308.5,6.33,2.69,0.26,MilliTinli,Tere,456.7,18.6,1,1,1950
46.6,22.0,207.0,7.67,1.54,1.2,MilliTinli,Arpa,428.2,13.3,0,1,301
43.1,43.0,296.8,6.98,3.21,0.24,Tinli,Badem,792.0,18.4,1,1,3343
86.4,30.5,262.9,7.75,3.26,0.27,AgirKilli,Pamuk,663.1,20.5,1,1,395
27.2,25.0,199.5,7.07,1.85,0.63,Tinli,Misir,437.2,13.4,0,1,291
72.7,25.2,243.3,6.54,2.41,0.14,Tinli,Ayva,531.3,13.0,1,0,3112
61.4,36.2,237.5,7.79,2.4,0.46,Tinli,Soya,590.0,20.5,1,1,5476
35.9,33.7,229.0,6.59,1.51,0.44,MilliTinli,Nohut,370.8,13.9,0,1,309
50.4,41.9,241.8,5.99,3.46,0.11,KumluTinli,Anason,879.2,13.1,1,1,3768
30.0,28.0,179.5,7.72,2.19,0.39,Killi,Arpa,515.4,10.8,0,1,314
71.9,35.2,193.9,7.36,2.58,0.39,KumluTinli,Safran,537.3,17.7,1,1,3073
106.5,51.6,308.7,6.19,3.37,0.33,KumluTinli,Kereviz,483.2,23.8,1,0,1734
78.2,30.6,214.8,5.59,3.06,0.34,KumluTinli,Salep,758.0,16.0,1,1,3300
37.3,31.2,221.6,6.92,1.45,0.85,Tinli,Mercimek,351.8,13.8,1,0,598
62.8,28.9,272.9,5.84,3.09,0.23,KilliTinli,Rezene,501.7,13.5,0,1,3561
61.0,32.9,236.2,5.7,3.48,0.35,Tinli,MeyanKoku,651.0,13.1,0,1,3665
58.3,35.0,288.8,6.99,2.38,0.62,Tinli,Pamuk,665.6,15.9,1,0,349
55.2,29.0,227.0,5.94,3.59,0.2,KumluTinli,Cay,684.4,15.5,1,1,3526
85.9,35.0,246.2,7.53,2.01,0.57,Tinli,Kanola,631.1,20.9,1,1,5008
75.3,40.5,255.5,6.44,3.43,0.11,KumluTinli,Yonca,590.4,19.3,0,1,3777
59.8,23.7,238.4,5.58,2.28,0.23,KumluTinli,Kusburnu,738.0,19.8,1,1,3074
89.8,40.0,204.0,7.91,2.12,0.49,Tinli,YerFistigi,624.2,21.7,1,1,5070
58.2,27.6,237.5,7.98,3.33,0.51,Tinli,YerFistigi,406.6,16.9,1,1,5759
61.1,32.0,190.7,6.66,2.2,0.37,Tinli,Kusburnu,530.1,16.4,1,1,3418
68.2,42.8,295.1,7.99,2.74,0.71,AgirKilli,Kenevir,510.6,19.4,1,1,5388
54.8,22.6,267.9,6.5,2.64,0.18,KilliTinli,Papatya,723.6,14.9,1,1,3198
51.3,40.2,313.9,6.93,3.48,0.49,AgirKilli,Susam,593.5,18.4,1,1,5489
66.0,26.1,223.9,6.89,3.36,0.26,AgirKilli,Tütün,697.1,19.2,1,1,5626
62.7,45.0,294.4,7.12,3.31,0.24,KumluTinli,AntepFistigi,544.8,15.0,1,1,3241
63.7,37.7,285.1,7.28,2.85,0.68,Killi,SekerPancari,636.4,19.6,1,0,4788
74.3,40.6,376.1,6.99,3.93,0.43,KumluTinli,TazeSogan,395.1,20.7,1,1,2151
76.3,40.3,296.9,7.12,2.82,0.2,Tinli,Findik,688.6,17.0,1,1,3472
65.1,42.0,255.5,6.72,2.46,0.24,KilliTinli,MeyanKoku,685.3,12.7,1,1,3328
76.6,39.4,218.9,6.17,2.18,0.28,KilliTinli,OglanOtu,750.3,13.2,1,1,3186
62.4,41.2,207.3,7.19,2.73,0.28,Killi,YerFistigi,514.2,18.2,0,0,4902
59.7,31.7,189.3,5.6,2.52,0.39,Tinli,Ayva,622.0,12.3,0,1,3125
37.1,24.4,217.3,7.34,2.16,0.54,Tinli,Burçak,389.2,10.6,0,1,296
66.5,33.7,285.8,6.97,2.9,0.12,KumluTinli,Cilek,866.4,12.7,1,1,3415
36.4,16.1,214.2,7.29,1.56,0.72,MilliTinli,Celtik,533.6,10.6,0,1,296
82.3,34.1,303.0,7.35,3.24,0.25,Killi,Kanola,592.0,14.0,1,1,5622
65.3,36.6,363.1,7.11,3.9,0.27,KumluTinli,Prasa,432.9,24.5,1,1,2173
96.5,64.2,305.7,6.2,3.76,0.27,TinliKumlu,Prasa,417.7,21.6,1,1,1999
99.8,64.5,243.6,6.27,3.88,0.21,KumluTinli,TazeSogan,324.9,19.3,1,1,2014
78.0,41.5,198.7,5.75,2.34,0.25,KumluTinli,Ceviz,812.9,17.5,1,1,3381
104.4,50.4,343.5,6.64,3.1,0.28,TinliKumlu,Biber,367.0,19.7,1,1,2110
106.5,38.6,244.2,6.41,3.1,0.42,MilliTinli,Prasa,316.6,20.1,1,1,1909
40.5,32.9,191.9,6.54,3.32,0.27,KumluTinli,Papatya,804.8,16.2,0,1,3693
25.9,18.4,176.9,6.52,2.04,0.94,Tinli,Bugday,449.3,12.7,0,1,299
47.5,16.6,236.0,7.54,1.97,1.15,Killi,Yulaf,424.8,10.5,1,1,684
79.9,36.7,211.5,6.86,2.41,0.26,Tinli,Visne,895.8,12.9,0,1,3399
63.0,20.1,185.0,7.13,3.96,0.14,KilliTinli,Erik,632.4,17.7,1,1,3748
70.0,38.9,258.3,7.26,3.01,0.14,Tinli,Kayisi,750.7,16.7,0,1,3504
65.7,28.1,255.9,5.7,3.67,0.15,KilliTinli,Kestane,734.9,16.6,1,1,3552
102.5,59.1,308.3,7.0,3.26,0.43,MilliTinli,Prasa,311.6,22.1,1,1,1982
71.9,24.4,266.6,6.87,3.24,0.13,Tinli,Safran,806.9,19.9,0,1,3260
55.9,33.8,240.5,7.04,3.14,0.47,Tinli,YerFistigi,624.6,18.6,1,1,5224
70.9,25.4,206.8,5.77,2.55,0.28,KumluTinli,Kivi,736.2,17.9,0,1,3412
69.5,44.2,193.8,7.05,3.16,0.31,KumluTinli,MeyanKoku,576.3,14.0,0,1,3280
62.5,42.7,286.8,7.42,2.5,0.6,AgirKilli,Soya,618.2,14.1,1,1,4933
43.7,30.9,182.8,7.09,2.69,0.31,KilliTinli,Lavanta,855.3,19.3,0,1,3105
101.0,58.4,311.9,6.53,3.0,0.29,MilliTinli,Patlican,289.7,23.9,1,1,1929
60.3,43.1,203.9,5.5,3.28,0.29,KumluTinli,Kivi,700.2,19.8,0,1,3423
55.0,36.5,258.3,5.75,3.72,0.14,Tinli,Ceviz,549.8,15.8,0,0,3295
53.0,21.9,214.2,7.26,1.43,0.86,MilliTinli,Celtik,365.8,12.7,1,1,645
65.2,41.1,287.8,7.33,2.9,0.11,KumluTinli,Biberiye,526.6,13.5,1,1,3348
107.7,44.9,297.1,6.8,4.04,0.27,KumluTinli,Tere,335.5,21.7,1,1,2207
60.9,35.0,212.2,6.53,2.77,0.27,Tinli,Armut,786.6,17.5,1,1,3545
32.8,29.6,217.3,7.41,1.71,0.92,Tinli,Bezelye,478.7,12.2,1,1,682
82.5,59.3,314.7,6.83,3.17,0.23,MilliTinli,Ispanak,406.5,19.3,1,1,2204
53.1,35.7,266.3,6.95,2.29,0.14,Tinli,MeyanKoku,558.7,14.9,1,0,2881
49.5,41.9,267.9,6.77,3.48,0.4,KumluTinli,Erik,567.6,16.0,1,0,3180
107.3,35.4,316.4,6.27,2.65,0.21,KumluTinli,Kavun,464.9,22.7,1,1,5466
75.1,23.0,229.8,6.66,2.54,0.1,Tinli,Muz,825.3,13.8,0,1,3362
46.7,25.0,205.6,6.98,1.98,1.0,Killi,Burçak,344.4,13.5,0,1,285
95.5,61.5,311.9,6.03,3.66,0.17,MilliTinli,Marul,297.1,19.8,1,1,2096
53.9,30.7,183.9,7.45,1.91,0.91,MilliTinli,Nohut,347.8,10.6,0,1,305
76.6,47.4,282.2,7.06,2.62,0.42,AgirKilli,Soya,416.2,18.9,1,1,4944
76.4,49.5,314.2,7.33,2.59,0.57,Tinli,Pamuk,444.1,15.5,1,1,367
52.8,31.8,299.7,5.64,2.86,0.32,KilliTinli,Nane,581.8,12.5,1,1,3554
54.9,24.1,194.0,7.33,1.6,0.63,Killi,Mercimek,333.1,11.6,0,1,311
93.7,54.9,323.7,7.04,2.91,0.27,MilliTinli,Maydanoz,261.7,20.5,1,1,2128
58.6,21.9,246.4,6.28,2.66,0.14,KumluTinli,Cay,683.0,19.9,1,1,3356
94.8,62.0,339.3,7.07,4.44,0.35,TinliKumlu,Prasa,289.5,18.4,1,1,2211
70.1,55.7,266.2,6.69,3.61,0.36,TinliKumlu,Ispanak,402.9,18.9,1,1,2195
83.6,61.8,335.3,6.0,3.28,0.36,MilliTinli,Lahana,331.2,25.5,1,1,5536
44.7,35.0,229.2,6.68,3.81,0.37,KilliTinli,Cilek,790.6,14.9,1,1,3335
91.4,62.5,284.3,6.32,2.93,0.14,MilliTinli,Havuc,434.8,24.4,1,1,1967
71.9,26.2,265.9,6.98,3.62,0.21,KumluTinli,Kekik,729.1,14.3,1,1,3487
74.8,39.1,284.2,6.6,2.04,0.17,Tinli,Kekik,856.0,15.7,1,1,3206
58.1,44.9,307.5,6.88,2.42,0.31,AgirKilli,Tütün,472.5,16.6,1,1,5165
69.6,39.7,299.4,6.8,3.61,0.3,KumluTinli,Lavanta,591.7,13.1,1,1,3643
46.2,29.9,218.2,7.15,1.65,0.87,MilliTinli,Bezelye,462.0,10.5,1,1,656
51.4,36.7,217.2,5.64,2.1,0.35,KumluTinli,Papatya,695.1,19.2,1,1,3377
55.9,31.6,205.0,6.61,3.22,0.33,Tinli,Limon,518.2,13.2,1,1,3347
74.7,27.1,274.0,5.79,3.34,0.28,KilliTinli,MeyanKoku,741.4,12.7,1,1,3367
71.7,43.4,273.5,6.07,3.21,0.17,Tinli,MeyanKoku,593.4,18.5,1,1,3392
64.3,31.8,213.4,6.81,2.81,0.34,Tinli,SiloMisiri,587.7,18.9,1,1,3478
78.0,28.2,318.2,7.74,2.91,0.5,Killi,Kenevir,609.5,17.7,1,1,5203
87.2,46.4,255.2,7.52,3.24,0.45,AgirKilli,Soya,457.2,17.6,1,1,5789
25.7,20.4,229.0,6.95,1.24,0.69,MilliTinli,Misir,404.2,13.4,1,1,667
74.6,22.3,258.4,6.43,2.67,0.22,KumluTinli,OglanOtu,692.0,15.1,1,1,3215
40.8,41.1,291.4,6.88,2.48,0.35,Tinli,Findik,822.7,16.7,1,1,3092
58.2,31.3,221.5,7.02,2.99,0.8,Killi,Aspir,662.2,20.0,1,1,5318
98.8,58.6,244.8,6.71,4.31,0.47,MilliTinli,Turp,351.5,23.3,1,1,2077
63.4,30.6,254.3,7.07,3.33,0.41,AgirKilli,Tütün,421.1,17.9,1,1,5732
58.9,32.5,286.1,6.37,3.21,0.31,KumluTinli,Portakal,873.3,12.6,1,1,3412
84.3,42.5,263.5,6.17,3.97,0.32,MilliTinli,TazeSogan,284.7,19.5,1,1,2160
79.3,37.3,225.4,7.19,2.56,0.3,Tinli,Nar,614.9,13.2,1,1,3143
78.0,32.6,236.6,6.5,2.9,0.2,KumluTinli,Elma,681.0,12.3,0,1,3622
