pH,Azot,Fosfor,Potasyum,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
7.1,61.2,32.0,261.7,3.72,0.29,203,4001
6.07,106.4,54.5,293.1,4.01,0.37,204,3014
7.85,24.6,15.6,177.8,1.83,0.72,402,7011
8.06,36.7,23.5,123.8,1.48,0.81,101,7011
7.65,44.2,23.3,183.4,1.61,0.76,301,1012
7.15,16.9,21.5,171.4,1.82,0.43,402,7005
6.15,58.9,41.9,184.8,3.61,0.21,202,4005
7.92,35.5,14.7,172.9,1.27,0.49,402,7001
6.34,69.6,50.1,361.2,2.98,0.13,102,3018
7.05,39.6,17.7,132.2,1.6,0.43,101,7013
6.94,79.7,54.4,261.1,4.37,0.25,201,3002
7.28,58.2,33.9,228.5,2.92,0.1,203,4009
7.56,30.6,11.5,160.3,1.02,0.66,101,7006
6.82,76.2,40.5,237.2,2.13,0.25,306,2007
7.26,39.0,22.3,140.9,0.88,0.22,101,7010
6.12,53.1,20.3,264.1,2.23,0.33,201,4015
7.87,19.1,19.7,179.1,1.84,0.7,402,7006
7.7,58.8,36.1,274.1,3.15,0.26,202,2003
7.23,25.3,22.6,175.9,1.65,0.24,202,8004
6.6,39.0,23.1,156.5,1.28,0.46,202,8003
6.01,76.6,22.8,270.9,3.52,0.34,203,4008
6.61,52.5,20.9,199.3,1.68,0.98,301,1010
7.93,86.5,48.7,229.4,2.2,0.38,301,2005
7.21,35.2,24.5,209.1,2.16,0.9,204,1010
7.21,35.3,27.1,193.1,1.12,0.92,101,7013
7.37,25.0,31.1,166.3,1.41,0.65,301,1001
6.8,17.4,25.2,168.5,1.48,0.24,202,8001
6.34,54.8,23.2,278.3,2.45,0.25,201,6004
7.6,52.9,31.4,285.7,2.72,0.44,306,2005
6.32,54.5,34.1,205.4,2.51,0.16,202,6004
5.66,79.7,39.6,290.6,2.39,0.39,203,4012
7.61,81.1,38.9,277.5,2.02,0.3,306,2010
6.65,51.2,29.9,246.3,2.5,0.37,202,6004
7.47,21.3,23.7,174.7,1.4,0.82,402,7001
6.03,100.5,51.1,279.0,2.62,0.16,102,3008
6.84,78.8,24.4,251.7,2.85,0.23,202,5002
7.9,24.8,18.3,157.5,1.24,0.28,402,7013
7.67,31.3,19.6,182.4,1.34,0.88,202,1001
5.89,75.7,31.5,261.2,2.99,0.13,203,4002
7.88,72.3,46.7,300.1,3.25,0.62,306,2002
7.71,15.2,11.9,124.3,1.67,0.26,402,7008
5.84,50.9,25.3,252.4,3.01,0.36,202,5004
6.83,51.5,26.2,174.9,1.45,0.74,204,1004
7.36,53.8,33.6,223.2,2.0,0.55,202,1009
6.23,101.3,59.9,280.9,4.25,0.41,204,3016
6.65,60.0,41.4,243.7,2.51,0.3,203,4010
6.29,53.7,40.8,213.0,3.47,0.13,201,4014
7.27,50.1,28.0,264.1,3.01,0.45,301,2007
6.99,62.0,26.1,214.1,3.46,0.19,202,6004
6.25,75.7,40.4,366.3,3.29,0.2,201,3018
6.62,92.5,61.7,301.7,4.3,0.4,201,3010
7.47,85.8,49.4,205.6,2.53,0.33,301,2011
7.12,70.1,38.8,266.0,3.34,0.24,203,4002
6.84,56.8,37.7,242.2,3.03,0.27,202,6005
7.75,28.9,24.8,159.9,1.13,0.34,101,7005
6.55,102.2,61.9,277.1,3.92,0.14,204,3018
6.52,17.3,16.5,155.0,1.14,0.67,202,8003
6.51,47.4,33.1,171.2,1.31,0.68,204,1001
6.95,63.2,24.1,260.9,2.27,0.34,203,5002
7.56,51.7,25.4,205.2,1.94,1.17,301,1009
6.95,102.0,54.4,287.4,3.44,0.44,201,3009
6.63,68.3,29.8,227.4,3.68,0.11,201,6005
5.91,45.9,41.4,261.7,2.37,0.18,203,4011
7.19,49.6,30.4,253.8,2.96,0.24,203,4003
6.86,87.8,60.6,370.1,2.87,0.27,201,3016
6.84,53.2,21.3,237.2,3.51,0.28,201,6001
7.53,33.9,24.9,193.7,1.65,0.51,202,1007
7.98,61.9,40.0,293.2,3.12,0.4,306,2006
6.62,40.4,26.3,199.5,2.01,0.65,301,1011
7.02,37.5,23.2,186.0,2.06,0.98,204,1009
7.56,32.0,22.2,181.5,1.34,0.58,402,7001
6.64,43.9,16.9,167.6,2.0,0.59,204,1001
7.34,31.3,17.9,232.4,2.27,1.19,301,1010
6.88,66.4,26.3,210.3,2.95,0.28,202,6005
5.82,76.2,32.9,198.4,3.84,0.33,201,4012
6.36,93.0,39.1,336.2,4.33,0.34,204,3012
6.36,77.3,64.7,254.3,3.31,0.12,201,3007
7.62,30.4,19.1,191.5,1.4,0.87,101,7006
6.96,44.3,19.9,168.7,2.07,0.39,301,1011
6.12,95.4,35.9,361.8,2.78,0.15,201,3010
6.76,72.9,63.5,263.8,4.43,0.11,102,3016
8.33,31.7,18.7,184.0,1.25,0.29,402,6002
7.07,37.1,27.3,155.5,1.5,0.98,402,7004
7.51,16.2,26.0,168.4,1.04,0.6,101,7010
6.73,63.8,39.8,254.3,3.78,0.11,201,6005
7.24,41.8,24.5,223.2,1.35,0.58,202,1009
7.39,38.0,16.4,140.2,1.44,0.86,101,7004
7.43,45.1,30.5,237.7,2.75,0.21,203,5002
4.79,49.4,38.3,184.8,2.19,0.1,202,4016
6.53,29.1,28.9,169.6,1.45,0.62,202,1010
6.63,16.5,16.1,132.6,1.01,0.81,202,8001
7.36,72.2,24.1,209.9,2.68,0.15,202,4001
6.3,105.5,38.1,246.9,2.51,0.23,204,3009
7.08,72.1,37.9,204.5,2.49,0.4,202,4011
6.51,31.4,17.3,168.9,1.64,0.47,202,8003
7.29,30.4,19.5,162.0,2.0,1.03,204,1009
7.68,35.9,26.6,196.5,1.64,0.37,402,7003
7.71,81.7,40.4,318.3,2.96,0.72,202,2007
6.25,82.1,37.0,355.5,2.75,0.46,102,3001
7.44,30.2,21.5,133.1,0.95,0.22,101,7009
7.17,59.6,39.1,280.0,2.7,0.37,202,4002
7.16,103.1,48.5,248.8,3.45,0.38,201,3015
7.19,73.5,26.7,299.6,2.84,0.6,306,2006
6.71,82.5,60.8,374.0,3.5,0.47,201,3013
6.4,79.2,28.8,234.3,2.27,0.11,203,5002
6.14,109.3,44.3,258.2,2.9,0.34,201,3017
6.75,45.4,33.8,245.2,3.57,0.14,202,6001
8.19,33.5,14.0,187.5,1.04,0.79,402,7007
8.25,17.4,10.5,124.5,0.86,0.93,402,7014
7.05,34.5,15.7,170.9,2.04,0.32,301,1009
6.97,50.9,46.7,266.5,2.91,0.76,301,2009
6.4,74.3,21.2,197.8,2.83,0.25,203,4009
7.08,48.4,28.6,210.8,2.2,0.32,202,1008
7.61,82.2,41.5,247.8,2.77,0.68,301,2008
6.86,42.7,34.8,272.6,3.66,0.15,203,4001
7.58,19.4,14.0,142.5,2.0,0.41,402,7014
7.11,45.5,39.4,275.7,3.08,0.19,203,4008
6.66,64.7,37.6,239.0,3.21,0.12,201,6004
6.64,32.0,34.0,236.7,1.31,0.31,202,1002
6.02,57.2,31.7,208.8,3.79,0.26,202,5003
7.54,28.7,21.1,159.7,1.17,0.94,402,7011
7.2,31.1,18.1,230.4,1.68,0.67,204,1004
7.45,18.4,20.0,137.1,0.87,0.46,202,8003
7.27,77.5,35.4,277.8,2.46,0.56,306,2003
7.61,29.3,28.6,186.3,1.19,0.39,101,7006
6.35,75.6,41.1,243.1,3.38,0.37,202,4007
5.93,54.2,27.1,201.1,3.49,0.18,202,4008
6.86,70.7,37.6,217.9,2.16,0.27,202,2003
7.71,33.4,20.2,212.9,1.13,0.68,402,6002
6.61,56.5,43.7,195.2,3.95,0.17,201,5002
6.22,65.7,45.2,375.0,3.52,0.35,204,3012
6.6,70.1,27.0,206.3,3.04,0.15,202,4009
7.25,35.3,16.7,239.4,1.34,0.37,301,1007
6.61,107.2,36.3,310.4,3.67,0.47,201,3015
6.81,57.6,21.1,290.4,2.94,0.11,202,4001
7.03,90.8,35.4,337.3,3.34,0.33,201,3003
7.12,23.3,17.5,137.1,1.5,0.55,402,7009
6.27,48.9,32.0,240.2,2.28,0.38,201,6003
6.71,65.1,36.0,255.4,3.11,0.4,201,4009
7.49,71.1,26.0,273.8,3.24,0.29,306,2001
7.37,43.3,27.9,167.0,2.18,0.65,301,1006
7.71,32.4,26.5,182.0,2.11,0.3,204,1005
7.42,68.0,25.3,266.8,2.99,0.56,202,2003
6.67,76.4,56.6,330.1,3.17,0.4,201,3010
7.35,75.7,42.0,267.0,2.94,0.26,306,2005
7.82,23.5,16.0,166.3,1.4,0.66,101,7013
7.62,81.8,27.8,264.0,2.15,0.72,301,2011
6.53,40.6,22.8,206.2,1.97,0.87,202,1009
6.62,101.0,51.4,245.7,3.13,0.33,201,3003
7.89,25.1,20.1,152.1,1.11,0.73,402,6002
7.93,28.1,10.9,194.7,1.65,0.8,402,7005
7.25,51.4,27.6,272.2,3.31,0.27,306,2009
7.46,38.3,26.0,154.6,1.39,0.41,101,7004
7.22,32.5,23.0,194.2,2.17,1.16,301,1008
6.0,63.5,39.9,237.0,3.59,0.21,201,4011
6.78,54.9,23.4,210.1,3.69,0.28,201,6005
6.26,84.8,43.3,314.9,3.2,0.15,102,3017
6.63,40.2,30.7,228.9,2.23,0.3,201,4007
7.55,50.1,16.9,219.1,2.26,0.91,202,1010
7.25,59.7,38.9,295.5,2.01,0.58,202,2007
6.35,101.1,48.5,310.2,3.54,0.28,102,3010
7.31,35.2,17.5,193.2,1.22,1.06,204,1006
6.77,49.9,27.6,272.5,2.65,0.17,203,5003
6.85,61.9,32.0,217.5,2.43,0.39,306,2005
6.1,80.9,63.3,341.0,2.68,0.44,201,3013
7.33,76.7,40.7,202.1,2.81,0.25,306,2009
7.64,36.9,20.4,187.8,1.98,0.8,301,1012
6.99,62.7,24.2,227.0,3.5,0.31,202,6005
7.45,52.4,31.5,260.9,3.08,0.35,203,5003
5.9,43.1,39.7,280.3,2.33,0.36,202,4014
6.81,59.0,37.3,206.4,3.44,0.25,201,6005
7.18,95.8,53.4,246.6,4.26,0.43,201,3004
6.65,66.5,50.8,295.4,2.86,0.44,102,3004
6.84,70.2,22.8,236.1,2.14,0.28,201,4013
6.75,62.3,21.5,212.8,3.85,0.21,202,5002
6.64,32.1,22.6,198.1,1.25,1.17,301,1006
6.85,73.0,27.6,298.8,2.15,0.3,202,5003
7.36,77.6,47.1,224.8,3.38,0.69,202,2004
6.13,64.1,35.1,300.6,3.51,0.36,102,3012
7.54,53.8,48.8,317.6,2.82,0.77,202,2009
7.12,19.7,19.4,177.6,1.44,0.52,202,8001
6.21,77.9,56.9,375.0,1.66,0.19,102,3005
7.45,26.7,16.7,128.6,0.97,0.23,101,7005
6.05,60.3,39.7,285.8,3.68,0.27,202,4001
6.63,26.8,16.0,190.4,1.57,0.95,202,1001
7.11,47.2,30.2,222.7,3.58,0.25,201,5001
7.18,48.6,19.6,199.2,1.59,1.05,204,1009
6.29,53.3,21.4,231.2,3.39,0.22,201,6001
7.81,77.5,32.4,309.6,2.41,0.68,301,2007
6.71,37.5,31.7,239.0,1.55,0.78,202,1006
8.06,29.0,15.1,141.0,0.85,0.44,101,7001
6.51,81.2,39.2,311.9,3.67,0.29,102,3003
7.33,15.3,15.5,128.8,1.59,0.46,101,7012
6.84,76.5,32.6,295.9,3.88,0.36,202,4011
6.04,46.8,38.0,272.4,2.92,0.31,202,4010
7.97,26.7,25.7,179.7,1.53,0.75,402,7009
8.19,20.7,24.3,174.2,1.09,0.5,402,6002
6.59,44.2,33.8,160.2,2.0,0.89,204,1001
6.21,81.1,58.8,305.1,3.58,0.5,201,3011
6.78,61.7,35.0,251.0,4.03,0.33,201,3013
7.26,18.3,23.5,164.8,1.75,0.79,101,7007
6.84,89.8,48.8,291.0,3.21,0.35,204,3014
7.24,50.5,31.2,286.3,2.91,0.75,301,2004
7.62,27.4,20.9,185.3,1.52,0.78,402,6002
7.38,63.4,28.9,248.0,2.55,0.54,301,2002
6.53,50.5,25.2,251.9,2.18,0.12,201,5001
7.87,82.2,29.6,235.5,3.08,0.25,301,2001
6.5,83.7,47.3,370.2,3.19,0.49,201,3013
7.38,44.9,25.3,183.5,2.87,0.18,202,5001
7.29,72.9,22.6,207.3,2.01,0.19,203,4007
6.79,74.5,42.6,286.3,3.04,0.3,204,3001
7.96,33.9,23.3,138.7,1.51,0.66,101,7009
7.74,35.8,28.6,180.0,1.81,0.58,101,7009
7.53,58.8,37.0,281.0,2.49,0.25,202,2007
5.93,54.9,28.3,201.1,3.21,0.24,203,5004
6.17,60.1,20.4,180.8,2.48,0.13,201,4005
7.85,31.8,10.1,198.8,1.85,0.92,402,7010
6.22,43.5,27.4,202.0,3.23,0.37,201,6004
6.55,52.7,26.5,184.5,3.17,0.17,203,4013
5.67,53.5,23.2,242.8,3.27,0.27,203,4013
7.8,16.6,12.2,172.0,1.17,0.48,101,7012
7.54,89.3,33.4,284.4,2.33,0.36,306,2011
6.17,68.7,20.2,279.2,3.29,0.29,201,6005
6.52,70.0,38.2,301.6,1.62,0.29,201,3005
6.24,42.8,42.4,286.6,3.71,0.35,202,4003
7.32,55.2,36.4,297.3,3.24,0.45,301,2004
7.67,21.1,13.7,125.2,1.72,0.54,101,7007
7.02,103.7,40.1,259.1,3.76,0.22,204,3012
6.54,46.9,27.6,218.6,2.32,0.16,203,4009
8.27,32.5,20.0,133.3,1.65,0.43,101,7011
6.26,59.4,29.0,277.5,2.33,0.2,201,6004
6.87,85.5,38.9,345.0,2.7,0.44,204,3013
7.29,47.4,25.3,212.5,2.61,0.25,202,4015
7.06,68.8,32.4,184.9,3.17,0.11,202,4001
7.56,17.5,22.4,131.5,1.43,0.21,402,7006
7.89,82.8,28.2,319.7,2.39,0.63,301,2003
6.92,61.3,31.9,206.8,3.41,0.16,201,4012
7.15,74.5,33.8,240.0,2.06,0.29,306,2009
7.09,81.7,49.6,369.8,3.54,0.3,201,3013
6.19,97.1,53.0,248.1,4.05,0.25,204,3015
7.15,38.9,35.0,199.5,1.4,0.76,301,1006
6.64,49.8,32.4,277.1,2.94,0.38,201,5003
6.79,55.8,40.4,248.1,2.08,0.15,202,5002
6.19,92.1,51.1,278.5,3.46,0.4,201,3003
7.5,66.8,44.7,259.2,3.47,0.22,201,4004
6.74,107.3,36.4,240.1,3.7,0.21,102,3004
7.6,15.5,10.3,161.6,1.64,0.95,101,7011
6.42,76.4,28.2,239.8,3.92,0.32,202,4010
6.57,45.6,20.6,275.6,3.2,0.31,203,4001
5.03,42.5,39.2,266.3,3.76,0.29,203,4016
6.62,74.5,25.6,293.0,3.2,0.4,203,4015
7.02,78.1,21.4,251.6,2.86,0.2,203,5003
6.32,78.1,41.6,215.6,2.32,0.23,203,5001
5.74,78.3,22.3,207.7,2.09,0.31,202,4009
7.13,68.0,41.3,302.7,2.43,0.31,202,2009
7.23,42.8,27.8,199.6,1.22,0.6,301,1006
8.2,25.4,29.3,121.9,1.17,0.73,402,7013
6.93,58.4,38.1,277.0,3.25,0.35,202,6003
7.24,64.6,49.0,253.3,3.13,0.65,202,2004
8.1,39.8,23.6,194.9,1.79,0.88,402,7010
7.45,40.4,29.2,193.8,1.92,0.53,301,1010
7.21,29.2,29.0,167.8,0.82,0.48,202,8003
6.95,42.7,43.9,203.2,3.77,0.34,203,5003
8.08,23.2,24.6,127.5,1.59,0.45,402,7003
7.14,76.5,37.8,379.6,3.04,0.44,201,3009
7.1,74.3,32.1,274.0,2.29,0.25,202,4002
6.62,73.1,56.7,285.0,3.95,0.21,201,3018
6.23,43.5,39.0,218.0,3.8,0.25,202,6003
7.0,71.8,25.1,295.1,3.0,0.38,203,5004
7.44,35.5,12.6,133.9,1.21,0.53,402,7007
6.35,78.6,58.3,323.4,3.79,0.4,102,3008
6.57,53.6,17.6,215.8,1.76,0.32,204,1004
7.96,73.0,47.2,278.1,2.71,0.71,306,2004
5.61,60.0,29.4,255.1,3.59,0.18,203,4006
6.51,43.4,44.2,184.6,3.51,0.26,201,4015
8.25,17.0,18.7,164.5,1.29,0.37,402,7004
7.01,84.1,50.9,282.4,3.49,0.15,102,3007
5.96,40.2,36.3,204.3,3.78,0.36,201,5004
7.06,83.4,35.5,269.2,3.31,0.72,202,2008
6.02,91.1,54.9,283.5,3.14,0.24,102,3013
6.58,36.9,27.2,152.3,1.64,0.65,202,8004
7.33,43.7,38.0,196.9,2.78,0.22,202,5001
7.99,29.0,16.0,152.0,1.63,0.92,402,7004
6.97,52.8,29.0,180.6,1.82,0.78,202,1007
7.09,85.1,34.9,256.0,3.29,0.51,306,2008
6.63,46.0,31.7,279.7,2.03,0.18,203,4012
6.69,94.8,62.7,339.7,3.24,0.39,201,3015
7.58,25.6,15.1,149.8,0.93,0.4,101,7008
6.43,108.3,63.9,302.1,4.09,0.11,102,3009
6.56,98.5,38.2,347.7,3.88,0.4,201,3013
7.35,36.9,25.3,149.0,1.68,0.28,402,7002
7.24,51.3,33.6,202.3,2.03,0.7,202,1012
7.03,51.0,29.8,235.9,2.23,0.64,202,1006
7.03,31.8,19.4,147.7,1.83,0.88,402,7012
7.42,42.9,34.5,288.3,2.02,0.25,201,4004
7.23,42.8,22.4,182.4,1.5,0.46,301,1010
6.78,64.3,23.8,204.8,3.24,0.14,201,4014
7.4,37.9,25.5,138.3,0.83,0.51,202,8002
7.31,87.3,32.1,251.3,2.15,0.5,202,2009
6.75,69.3,50.3,314.1,4.25,0.28,102,3006
7.22,63.9,39.9,316.5,3.47,0.55,202,2009
7.53,67.5,43.2,307.4,3.01,0.32,301,2007
6.73,100.8,57.8,276.7,2.99,0.49,204,3012
7.89,69.0,30.6,302.4,2.38,0.38,306,2010
6.28,61.3,21.4,208.7,3.01,0.24,202,6003
6.78,70.9,41.5,181.6,3.37,0.11,201,4012
6.18,60.1,31.6,198.9,3.18,0.32,201,5004
7.23,55.7,20.1,212.9,3.2,0.34,203,5004
7.7,87.5,27.2,266.9,2.38,0.28,301,2010
6.8,31.0,23.5,220.4,1.87,0.92,202,1012
7.56,55.1,43.3,232.3,2.67,0.73,202,2010
7.6,33.9,30.8,168.0,2.11,0.91,202,1007
6.89,43.2,34.9,250.7,3.37,0.21,201,4011
7.88,54.0,27.9,235.9,3.44,0.58,202,2008
6.92,66.9,32.7,308.6,3.3,0.34,306,2002
7.08,20.4,30.0,154.6,1.64,0.35,402,7009
5.83,56.1,28.6,228.1,3.52,0.24,202,4015
7.12,90.0,32.7,306.1,3.01,0.4,301,2006
6.85,51.3,36.1,264.0,3.7,0.22,202,6005
6.11,46.0,21.9,209.6,3.45,0.21,201,6001
7.17,44.9,40.3,237.8,2.9,0.23,202,4014
6.55,48.9,28.4,238.8,2.63,0.2,202,4014
7.87,82.3,38.0,286.9,2.55,0.22,301,2003
6.96,47.2,25.2,179.5,1.57,1.08,204,1007
6.26,92.8,46.6,357.1,4.4,0.42,201,3007
5.91,78.8,20.6,274.3,2.64,0.11,201,4001
6.99,23.6,18.4,194.3,1.89,0.77,202,8002
6.99,85.2,61.6,364.1,2.55,0.25,204,3009
7.49,37.9,16.1,173.5,1.7,1.03,204,1002
5.65,41.1,42.1,269.8,3.98,0.22,201,4010
6.78,35.3,12.4,180.5,0.92,0.56,202,8004
7.91,86.1,27.2,215.8,2.74,0.26,202,2007
7.44,72.4,34.6,232.2,2.98,0.28,306,2005
7.69,25.3,16.3,184.8,1.33,0.62,402,6002
6.86,74.6,44.7,301.3,3.11,0.49,201,3002
6.88,70.8,47.0,311.1,4.12,0.44,204,3009
6.76,72.8,36.6,241.4,2.54,0.1,102,3002
7.16,72.5,42.9,287.4,3.0,0.72,306,2011
6.44,74.9,25.6,237.2,2.27,0.22,202,5002
6.13,108.3,63.2,267.1,2.82,0.2,204,3012
7.09,69.4,59.2,258.3,2.98,0.2,204,3013
7.04,91.7,60.3,276.6,2.7,0.35,201,3003
8.44,39.1,24.0,205.3,1.33,0.54,402,6002
6.81,58.1,35.7,258.1,3.32,0.31,202,6005
7.11,57.1,35.9,282.8,2.98,0.17,202,5002
7.58,16.6,25.9,139.3,1.35,0.58,402,7013
7.49,69.2,25.7,192.2,2.83,0.36,203,4010
6.88,94.3,44.5,264.8,2.7,0.39,102,3011
7.07,36.4,30.4,201.4,1.97,1.1,301,1007
5.77,46.3,37.1,182.4,2.24,0.35,203,4003
6.24,87.4,48.6,362.9,2.7,0.2,204,3010
6.45,59.9,23.0,208.3,3.12,0.22,202,6005
7.39,50.1,29.2,192.5,1.23,1.17,204,1005
7.11,81.4,61.1,302.9,4.46,0.48,204,3017
5.85,42.8,30.0,249.2,3.71,0.39,203,4004
7.75,31.5,16.0,183.4,2.06,0.98,204,1001
7.48,35.2,13.2,142.2,1.2,0.72,202,8001
6.25,70.4,38.8,266.5,2.56,0.37,102,3003
7.85,57.6,38.7,202.9,3.15,0.55,202,2011
6.6,50.9,26.1,196.4,3.7,0.28,203,4012
7.76,62.1,46.2,291.1,2.45,0.46,306,2002
8.04,34.7,25.2,147.9,1.34,0.68,402,7006
7.13,61.0,27.8,213.7,2.52,0.66,301,2010
7.34,25.8,15.3,170.4,1.48,0.69,202,1003
6.99,43.8,25.9,178.5,1.58,0.85,301,1010
7.55,24.8,20.3,184.8,1.46,0.88,101,7011
7.89,57.6,31.4,206.4,3.45,0.71,306,2011
6.51,37.5,21.6,148.1,1.08,0.69,202,8001
7.21,34.9,18.4,197.3,1.31,0.6,202,1001
5.64,41.3,35.1,254.3,3.06,0.33,201,4013
8.17,30.7,23.0,191.7,1.25,0.54,402,6002
7.57,33.5,18.9,125.5,1.0,0.83,402,7008
6.98,90.9,63.3,330.5,2.93,0.39,204,3010
7.53,39.7,19.4,140.5,1.87,0.59,101,7008
6.05,60.2,44.0,200.7,3.44,0.28,201,4003
6.93,39.2,12.8,167.0,1.04,0.83,202,8002
5.86,67.5,40.8,229.1,3.39,0.16,202,4003
6.06,105.8,62.3,271.6,3.59,0.48,102,3018
6.86,74.3,28.8,299.7,2.53,0.37,202,2008
6.83,91.2,35.4,344.7,2.68,0.2,204,3012
7.38,66.5,41.8,279.3,2.72,0.28,202,4010
7.09,16.1,14.3,197.7,1.98,0.72,402,7013
7.24,89.1,35.9,218.1,2.7,0.61,306,2006
6.52,34.5,22.4,190.0,2.28,0.57,202,1010
6.12,75.1,39.5,181.8,3.63,0.19,201,4015
7.32,20.4,12.7,164.1,1.53,0.76,402,7005
7.11,35.8,27.1,137.6,0.88,0.79,101,7006
5.65,79.7,36.4,245.1,3.53,0.35,203,4015
6.24,103.2,44.6,378.5,2.82,0.31,102,3015
7.84,25.1,10.3,167.3,0.82,0.2,402,7012
6.82,68.8,26.4,190.7,2.16,0.23,201,4004
5.77,51.6,36.6,253.6,3.06,0.3,202,5003
7.73,79.0,26.5,269.8,2.2,0.78,306,2002
6.12,100.1,62.5,345.9,4.14,0.19,201,3003
6.75,84.8,43.3,306.3,4.05,0.42,201,3003
7.84,85.6,31.8,204.2,2.39,0.37,301,2008
7.72,31.1,21.2,179.2,1.59,1.12,202,1009
6.97,80.6,57.4,296.6,3.86,0.41,201,3002
4.55,42.4,43.5,282.0,3.69,0.38,203,4016
6.61,36.6,13.2,158.7,1.06,0.68,202,8004
5.76,57.6,42.2,210.3,2.75,0.35,203,5004
6.14,72.5,39.2,294.6,3.07,0.39,102,3011
6.39,67.9,40.0,332.7,2.05,0.15,201,3005
5.01,69.4,23.0,206.6,2.65,0.17,203,4016
7.97,31.7,21.7,159.0,1.02,0.92,101,7003
6.07,92.8,60.1,292.3,4.25,0.19,201,3012
6.9,29.8,31.5,206.9,1.87,1.04,301,1001
6.76,40.0,20.5,226.7,3.38,0.31,203,4006
7.0,51.0,29.5,225.0,2.49,0.23,202,4010
6.68,51.9,21.4,180.3,2.2,0.34,203,4004
7.03,80.6,25.6,245.1,2.17,0.41,306,2003
6.55,49.6,42.3,296.5,3.57,0.26,202,5003
6.95,35.2,26.3,183.3,1.33,0.89,301,1003
6.56,73.1,30.6,187.4,3.11,0.15,203,4002
7.64,17.8,11.7,147.2,1.17,0.96,402,7013
6.87,45.9,37.2,211.7,3.65,0.19,202,6004
7.38,25.1,25.3,139.5,1.81,0.5,402,7010
6.3,40.5,23.1,219.0,3.13,0.36,203,4011
5.17,40.7,38.9,211.8,2.62,0.26,202,4016
8.27,37.3,16.8,199.9,0.8,0.22,101,7013
6.51,77.0,40.4,218.8,3.96,0.31,202,4008
6.09,77.8,62.0,256.5,3.12,0.41,204,3002
7.79,39.5,26.4,209.3,2.07,1.03,301,1004
7.96,19.5,29.2,171.1,1.82,0.63,402,7001
6.01,75.4,22.8,261.6,2.52,0.24,203,4003
7.83,38.8,26.8,154.1,1.57,0.34,101,7009
7.09,21.9,10.6,185.7,1.13,0.84,202,8003
6.61,73.4,50.9,363.6,2.44,0.14,201,3005
7.16,82.9,34.0,211.9,3.14,0.56,202,2003
7.17,62.6,45.6,300.0,4.15,0.41,201,3017
6.61,39.4,29.6,205.4,1.42,0.89,204,1003
7.84,65.8,48.1,301.7,2.56,0.54,301,2006
7.14,65.3,27.3,213.5,3.09,0.77,306,2001
5.62,47.2,23.1,289.8,2.28,0.26,203,4013
7.44,67.4,34.7,301.0,2.33,0.64,306,2006
7.6,32.1,33.7,236.4,2.25,1.05,202,1005
7.24,15.1,20.2,164.4,1.79,0.6,402,7001
7.35,41.3,31.6,217.6,3.33,0.35,202,4007
6.93,44.4,26.8,185.6,2.86,0.35,202,4015
5.7,45.9,37.6,267.1,3.35,0.2,202,5004
6.91,63.9,25.9,222.4,3.12,0.4,301,2003
6.83,19.3,22.0,177.0,1.18,0.63,202,8002
8.04,33.0,10.4,165.2,1.7,0.56,402,7012
7.41,29.3,23.0,174.2,1.86,0.39,101,7014
6.8,28.0,23.7,170.1,1.68,0.96,202,1004
7.16,58.4,37.0,258.2,2.08,0.16,202,4009
6.97,109.2,59.7,317.7,3.09,0.18,204,3018
7.08,81.6,39.8,227.6,2.72,0.44,301,2008
5.99,40.7,35.5,234.9,3.13,0.37,201,5001
7.53,57.4,40.7,220.9,2.1,0.4,301,2001
7.78,44.8,22.3,197.6,1.49,0.61,204,1012
6.55,63.9,63.8,363.1,4.01,0.47,201,3014
5.06,48.2,42.6,213.1,2.84,0.16,202,4016
7.01,34.0,22.5,185.4,1.35,0.84,101,7004
6.63,74.6,52.8,243.8,2.63,0.39,201,3009
8.3,24.7,17.7,160.3,1.03,0.9,101,7011
5.93,51.2,26.0,239.7,3.89,0.23,201,4003
6.25,43.6,38.6,244.1,3.47,0.2,202,6005
6.56,106.4,42.7,277.8,3.32,0.2,204,3004
6.9,86.6,35.1,247.2,2.45,0.48,306,2007
7.36,51.6,29.3,170.5,2.23,1.11,301,1001
6.59,27.9,11.3,148.5,1.52,0.64,202,8003
6.72,51.4,36.3,258.7,3.18,0.13,201,4010
7.09,68.0,35.9,367.2,4.14,0.49,102,3011
6.68,65.6,62.3,267.9,3.99,0.45,201,3015
7.57,54.7,22.5,180.2,1.33,0.43,301,1012
6.62,40.9,43.4,288.3,3.09,0.27,201,4013
6.72,69.0,22.9,269.8,2.65,0.28,201,6001
6.82,43.3,28.8,197.7,2.16,0.7,204,1007
6.74,42.2,42.1,237.8,3.39,0.12,203,5001
4.95,54.5,44.9,248.5,2.95,0.25,201,4016
7.77,29.9,24.4,150.1,1.72,0.39,402,6002
6.13,43.4,31.6,269.8,2.44,0.17,202,4011
6.0,48.3,23.4,231.0,2.27,0.22,201,4010
7.68,58.5,27.0,233.2,2.37,0.34,301,2001
5.61,79.1,39.8,238.8,2.17,0.28,202,4012
7.53,29.2,25.8,175.8,1.99,0.21,101,7011
7.59,53.1,34.9,170.0,1.87,0.48,301,1010
7.39,25.8,20.6,141.8,1.89,0.57,402,7012
6.47,91.9,63.3,269.7,2.62,0.31,102,3007
6.36,44.6,22.6,270.5,2.44,0.11,203,4008
