pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
7.93,1.61,0.76,101,7005,312.3,14.7,0,1,178
6.44,3.47,0.39,201,3017,319.4,25.5,1,1,2116
7.45,3.43,0.45,301,2001,415.8,14.3,1,1,428
6.75,1.91,0.89,204,1001,501.4,13.3,1,1,714
6.51,1.69,1.16,301,1012,536.3,12.7,0,1,295
6.76,3.73,0.18,204,3004,302.3,18.3,1,1,6035
6.73,2.01,0.76,301,1005,485.7,11.1,0,0,278
6.39,3.84,0.23,203,4001,818.5,14.3,1,1,3541
6.42,3.35,0.25,201,3008,433.8,24.4,1,1,2114
6.73,3.61,0.25,201,6001,1083.4,12.1,1,1,334
7.92,1.04,0.32,101,7014,443.8,12.9,0,1,178
6.5,2.62,0.31,201,6001,795.6,13.5,1,1,334
6.02,2.9,0.34,202,5002,785.6,22.6,1,1,3413
6.86,1.12,0.59,202,8002,417.3,11.0,0,0,811
6.96,3.17,0.32,306,2009,695.0,20.7,0,1,5316
7.18,1.76,0.61,202,8003,296.6,15.1,1,1,944
6.96,3.55,0.27,202,6005,733.3,15.0,1,1,339
7.65,1.96,0.65,402,7004,303.7,13.0,0,1,184
6.52,2.2,0.18,201,6004,847.3,12.0,1,1,335
6.96,1.66,0.81,202,1004,319.6,13.5,0,1,295
7.65,1.94,0.67,204,1003,479.8,11.1,0,1,314
7.32,2.89,0.27,203,4007,646.4,15.2,1,1,3594
5.89,3.35,0.26,202,4002,579.9,13.5,1,1,3472
6.82,3.51,0.26,201,6004,842.9,11.3,1,1,356
7.08,2.18,0.54,204,1010,365.8,12.9,0,1,313
6.81,1.35,0.57,301,1002,389.8,13.2,0,1,318
6.98,2.37,0.24,202,2008,571.4,18.9,1,1,5539
8.12,1.25,0.48,402,7009,291.6,14.8,1,1,179
6.79,3.64,0.4,102,3003,325.7,21.7,1,1,2221
7.65,0.82,0.32,101,7002,337.6,11.4,0,1,175
7.08,1.83,0.58,202,8001,250.8,10.1,0,1,946
6.14,3.29,0.12,201,6005,756.6,13.3,1,1,340
7.23,1.9,0.57,402,7005,306.1,11.0,0,1,199
6.73,4.11,0.12,102,3013,321.8,23.9,1,1,2195
6.6,3.08,0.35,201,6004,1064.6,14.5,0,1,330
7.18,2.17,0.33,202,2011,560.6,20.3,1,1,4928
7.07,0.96,0.39,101,7004,437.1,13.6,1,1,184
6.58,1.52,1.07,204,1002,427.9,13.7,1,1,610
7.5,2.77,0.4,202,2008,524.9,17.6,1,0,4997
5.54,3.82,0.29,201,4010,590.5,15.5,1,1,3469
8.25,1.21,0.88,402,7007,345.7,11.1,0,1,163
7.11,1.59,0.43,301,1004,464.8,12.0,0,1,291
7.1,3.72,0.29,203,4001,605.0,12.2,0,1,3504
6.07,4.01,0.37,204,3014,353.0,25.5,1,0,1957
7.85,1.83,0.72,402,7011,335.4,10.8,1,1,183
8.06,1.48,0.81,101,7011,279.4,14.3,1,1,167
7.65,1.61,0.76,301,1012,399.9,13.8,1,1,676
7.15,1.82,0.43,402,7005,399.7,15.0,1,0,175
6.15,3.61,0.21,202,4005,878.8,13.0,0,0,3243
7.92,1.27,0.49,402,7001,320.1,12.3,0,0,152
6.34,2.98,0.13,102,3018,473.5,19.8,1,1,2034
7.05,1.6,0.43,101,7013,377.2,12.7,1,1,194
6.94,4.37,0.25,201,3002,448.8,19.1,1,1,2140
7.28,2.92,0.1,203,4009,770.8,15.1,0,1,3267
7.56,1.02,0.66,101,7006,424.9,13.4,0,1,169
6.82,2.13,0.25,306,2007,438.1,16.9,1,1,5461
7.26,0.88,0.22,101,7010,355.6,15.8,1,1,171
6.12,2.23,0.33,201,4015,851.8,13.6,1,0,2775
7.87,1.84,0.7,402,7006,397.3,14.6,0,1,187
7.7,3.15,0.26,202,2003,484.2,20.6,1,1,5341
7.23,1.65,0.24,202,8004,421.9,12.7,0,1,989
6.6,1.28,0.46,202,8003,446.3,10.8,0,1,921
6.01,3.52,0.34,203,4008,716.7,12.5,1,1,3314
6.61,1.68,0.98,301,1010,535.9,13.6,1,0,538
7.93,2.2,0.38,301,2005,476.6,20.9,1,1,4842
7.21,2.16,0.9,204,1010,542.0,13.1,0,1,307
7.21,1.12,0.92,101,7013,329.0,11.5,1,1,167
7.37,1.41,0.65,301,1001,411.4,13.6,0,1,281
6.8,1.48,0.24,202,8001,278.1,13.7,0,1,1058
6.34,2.45,0.25,201,6004,739.0,11.4,0,1,319
7.6,2.72,0.44,306,2005,690.1,18.2,1,1,4952
6.32,2.51,0.16,202,6004,823.0,13.1,1,1,350
5.66,2.39,0.39,203,4012,877.6,13.6,1,1,3235
7.61,2.02,0.3,306,2010,450.5,20.1,1,1,5274
6.65,2.5,0.37,202,6004,1124.8,12.9,1,1,310
7.47,1.4,0.82,402,7001,362.2,14.1,0,0,152
6.03,2.62,0.16,102,3008,254.6,23.5,1,1,2016
6.84,2.85,0.23,202,5002,830.1,20.4,1,1,3487
7.9,1.24,0.28,402,7013,261.0,15.3,1,1,191
7.67,1.34,0.88,202,1001,333.6,12.6,0,1,298
5.89,2.99,0.13,203,4002,743.1,13.6,0,1,3641
7.88,3.25,0.62,306,2002,645.4,14.3,1,1,5518
7.71,1.67,0.26,402,7008,330.7,14.1,0,1,178
5.84,3.01,0.36,202,5004,767.5,20.7,1,1,3598
6.83,1.45,0.74,204,1004,492.4,12.0,0,1,290
7.36,2.0,0.55,202,1009,460.1,11.0,0,1,322
6.23,4.25,0.41,204,3016,437.1,25.7,1,1,2205
6.65,2.51,0.3,203,4010,703.2,14.1,1,1,3403
6.29,3.47,0.13,201,4014,782.7,13.2,1,1,3652
7.27,3.01,0.45,301,2007,647.4,18.9,1,1,5758
6.99,3.46,0.19,202,6004,887.2,11.9,1,1,370
6.25,3.29,0.2,201,3018,330.1,24.0,1,1,1990
6.62,4.3,0.4,201,3010,400.8,20.6,1,1,2218
7.47,2.53,0.33,301,2011,606.7,18.1,1,1,5019
7.12,3.34,0.24,203,4002,840.0,14.9,1,1,3253
6.84,3.03,0.27,202,6005,871.2,14.1,1,1,362
7.75,1.13,0.34,101,7005,311.2,15.0,0,1,192
6.55,3.92,0.14,204,3018,411.2,20.8,1,0,2021
6.52,1.14,0.67,202,8003,261.1,10.9,0,1,927
6.51,1.31,0.68,204,1001,415.7,13.2,0,1,312
6.95,2.27,0.34,203,5002,685.4,21.0,0,1,3087
7.56,1.94,1.17,301,1009,523.0,10.8,1,0,581
6.95,3.44,0.44,201,3009,331.1,20.7,1,0,1851
6.63,3.68,0.11,201,6005,1139.6,11.1,1,1,366
5.91,2.37,0.18,203,4011,549.2,15.9,1,1,3468
7.19,2.96,0.24,203,4003,706.4,13.0,1,1,3351
6.86,2.87,0.27,201,3016,351.3,19.0,1,1,1944
6.84,3.51,0.28,201,6001,1134.5,13.3,1,1,340
7.53,1.65,0.51,202,1007,520.5,11.6,0,0,258
7.98,3.12,0.4,306,2006,560.7,18.3,1,1,5101
6.62,2.01,0.65,301,1011,379.2,11.6,0,1,326
7.02,2.06,0.98,204,1009,311.0,14.0,0,1,300
7.56,1.34,0.58,402,7001,332.2,13.9,1,1,173
6.64,2.0,0.59,204,1001,365.6,10.5,0,1,306
7.34,2.27,1.19,301,1010,533.0,11.1,1,0,586
6.88,2.95,0.28,202,6005,775.2,11.2,0,1,358
5.82,3.84,0.33,201,4012,608.2,15.2,1,1,3473
6.36,4.33,0.34,204,3012,279.2,20.2,1,1,2071
6.36,3.31,0.12,201,3007,273.1,23.4,1,0,5024
7.62,1.4,0.87,101,7006,367.8,12.7,1,1,184
6.96,2.07,0.39,301,1011,367.3,13.2,0,0,266
6.12,2.78,0.15,201,3010,426.5,25.3,1,1,2076
6.76,4.43,0.11,102,3016,309.5,24.6,1,1,2105
8.33,1.25,0.29,402,6002,250.0,21.7,0,1,149
7.07,1.5,0.98,402,7004,314.0,15.5,0,1,183
7.51,1.04,0.6,101,7010,375.3,14.1,0,1,171
6.73,3.78,0.11,201,6005,1113.4,13.4,0,1,336
7.24,1.35,0.58,202,1009,541.0,12.2,0,1,318
7.39,1.44,0.86,101,7004,429.1,10.6,1,1,181
7.43,2.75,0.21,203,5002,822.3,18.5,1,1,3250
4.79,2.19,0.1,202,4016,1201.4,12.9,1,1,3211
6.53,1.45,0.62,202,1010,372.4,12.3,0,1,308
6.63,1.01,0.81,202,8001,253.2,13.3,0,1,893
7.36,2.68,0.15,202,4001,643.8,12.5,1,1,3514
6.3,2.51,0.23,204,3009,352.9,20.7,1,1,2106
7.08,2.49,0.4,202,4011,892.4,14.5,1,0,2705
6.51,1.64,0.47,202,8003,271.6,10.4,0,1,976
7.29,2.0,1.03,204,1009,511.8,11.8,0,0,248
7.68,1.64,0.37,402,7003,407.7,11.6,1,1,178
7.71,2.96,0.72,202,2007,518.7,16.4,1,1,4988
6.25,2.75,0.46,102,3001,277.7,19.4,1,1,5136
7.44,0.95,0.22,101,7009,443.6,14.5,1,0,165
7.17,2.7,0.37,202,4002,520.7,12.6,1,1,3330
7.16,3.45,0.38,201,3015,435.9,22.6,1,1,2060
7.19,2.84,0.6,306,2006,578.5,14.7,1,0,4857
6.71,3.5,0.47,201,3013,461.6,20.9,1,1,1929
6.4,2.27,0.11,203,5002,804.3,18.7,1,1,3129
6.14,2.9,0.34,201,3017,465.6,25.7,1,1,1998
6.75,3.57,0.14,202,6001,1027.0,12.7,1,1,352
8.19,1.04,0.79,402,7007,430.3,11.6,1,1,173
8.25,0.86,0.93,402,7014,391.0,10.5,0,1,162
7.05,2.04,0.32,301,1009,345.3,13.2,0,1,342
6.97,2.91,0.76,301,2009,446.0,19.9,0,1,4999
6.4,2.83,0.25,203,4009,682.9,15.4,1,1,3397
7.08,2.2,0.32,202,1008,401.7,12.3,0,1,330
7.61,2.77,0.68,301,2008,653.7,14.9,1,1,4970
6.86,3.66,0.15,203,4001,886.2,14.7,1,1,3475
7.58,2.0,0.41,402,7014,284.6,12.1,0,1,182
7.11,3.08,0.19,203,4008,794.7,14.4,1,0,3009
6.66,3.21,0.12,201,6004,948.5,14.0,0,1,344
6.64,1.31,0.31,202,1002,325.6,13.4,0,1,318
6.02,3.79,0.26,202,5003,615.7,22.0,1,1,3730
7.54,1.17,0.94,402,7011,393.7,11.3,0,1,169
7.2,1.68,0.67,204,1004,524.7,13.7,1,0,547
7.45,0.87,0.46,202,8003,278.7,14.3,0,1,896
7.27,2.46,0.56,306,2003,528.4,19.3,1,0,4858
7.61,1.19,0.39,101,7006,399.6,15.4,1,1,181
6.35,3.38,0.37,202,4007,829.5,14.7,1,1,3520
5.93,3.49,0.18,202,4008,892.8,13.6,0,0,3117
6.86,2.16,0.27,202,2003,612.4,20.0,1,1,4972
7.71,1.13,0.68,402,6002,298.4,18.1,0,1,134
6.61,3.95,0.17,201,5002,635.6,18.7,1,1,3620
6.22,3.52,0.35,204,3012,375.1,21.9,1,1,2047
6.6,3.04,0.15,202,4009,742.1,12.3,0,1,3572
7.25,1.34,0.37,301,1007,334.2,11.7,0,1,311
6.61,3.67,0.47,201,3015,338.1,20.4,1,1,2002
6.81,2.94,0.11,202,4001,868.1,13.8,1,1,3413
7.03,3.34,0.33,201,3003,423.0,23.1,1,1,2093
7.12,1.5,0.55,402,7009,432.8,13.3,0,0,157
6.27,2.28,0.38,201,6003,787.3,14.4,1,1,301
6.71,3.11,0.4,201,4009,578.3,12.1,1,0,3066
7.49,3.24,0.29,306,2001,401.8,18.7,1,1,427
7.37,2.18,0.65,301,1006,488.9,13.9,0,1,302
7.71,2.11,0.3,204,1005,493.4,13.5,0,1,334
7.42,2.99,0.56,202,2003,456.0,17.4,1,1,5160
6.67,3.17,0.4,201,3010,443.4,21.6,1,1,2098
7.35,2.94,0.26,306,2005,449.6,21.8,1,1,5607
7.82,1.4,0.66,101,7013,435.5,12.7,0,1,182
7.62,2.15,0.72,301,2011,569.3,14.9,1,1,4903
6.53,1.97,0.87,202,1009,336.3,11.3,1,1,678
6.62,3.13,0.33,201,3003,339.4,25.5,1,1,2140
7.89,1.11,0.73,402,6002,300.9,20.8,0,1,137
7.93,1.65,0.8,402,7005,316.2,14.5,0,1,173
7.25,3.31,0.27,306,2009,425.9,21.5,1,1,5718
7.46,1.39,0.41,101,7004,355.6,13.2,0,1,195
7.22,2.17,1.16,301,1008,540.4,11.7,1,1,665
6.0,3.59,0.21,201,4011,579.3,15.8,1,1,3495
6.78,3.69,0.28,201,6005,948.6,11.5,1,1,367
6.26,3.2,0.15,102,3017,359.6,18.2,1,1,2112
6.63,2.23,0.3,201,4007,683.8,16.0,0,1,3269
7.55,2.26,0.91,202,1010,403.3,13.5,0,1,318
7.25,2.01,0.58,202,2007,498.8,18.3,1,1,5072
6.35,3.54,0.28,102,3010,434.2,21.8,1,1,2068
7.31,1.22,1.06,204,1006,476.0,12.0,1,1,610
6.77,2.65,0.17,203,5003,895.8,19.3,0,1,3211
6.85,2.43,0.39,306,2005,627.5,15.8,0,1,5061
6.1,2.68,0.44,201,3013,402.7,24.6,1,1,1990
7.33,2.81,0.25,306,2009,479.5,18.0,1,1,5211
7.64,1.98,0.8,301,1012,438.8,10.4,1,1,712
6.99,3.5,0.31,202,6005,791.2,14.8,1,1,335
7.45,3.08,0.35,203,5003,523.3,23.0,1,1,3218
5.9,2.33,0.36,202,4014,575.4,12.5,1,1,3388
6.81,3.44,0.25,201,6005,1007.6,12.8,1,1,327
7.18,4.26,0.43,201,3004,365.5,22.4,1,1,5693
6.65,2.86,0.44,102,3004,325.2,19.3,1,1,5347
6.84,2.14,0.28,201,4013,711.0,14.1,1,1,3358
6.75,3.85,0.21,202,5002,616.3,19.5,0,1,3701
6.64,1.25,1.17,301,1006,333.7,10.6,1,1,610
6.85,2.15,0.3,202,5003,678.6,20.3,0,1,3382
7.36,3.38,0.69,202,2004,664.1,16.2,1,1,5635
6.13,3.51,0.36,102,3012,337.1,19.4,1,1,2226
7.54,2.82,0.77,202,2009,426.6,18.9,1,1,4885
7.12,1.44,0.52,202,8001,314.5,13.7,1,1,1023
6.21,1.66,0.19,102,3005,354.6,21.5,1,1,4831
7.45,0.97,0.23,101,7005,415.4,10.6,1,1,174
6.05,3.68,0.27,202,4001,764.5,14.8,0,1,3448
6.63,1.57,0.95,202,1001,363.1,10.6,1,1,618
7.11,3.58,0.25,201,5001,795.6,20.0,0,1,3478
7.18,1.59,1.05,204,1009,361.0,10.6,1,1,676
6.29,3.39,0.22,201,6001,1061.2,11.8,0,1,344
7.81,2.41,0.68,301,2007,405.6,17.5,0,1,4837
6.71,1.55,0.78,202,1006,340.5,11.0,0,1,286
8.06,0.85,0.44,101,7001,261.3,12.5,0,1,180
6.51,3.67,0.29,102,3003,377.1,18.2,1,1,2058
7.33,1.59,0.46,101,7012,335.4,13.3,0,1,192
6.84,3.88,0.36,202,4011,556.4,12.9,1,1,3321
6.04,2.92,0.31,202,4010,604.3,12.7,1,1,3361
7.97,1.53,0.75,402,7009,374.4,12.4,1,1,187
8.19,1.09,0.5,402,6002,358.5,19.8,0,1,137
6.59,2.0,0.89,204,1001,521.1,10.9,1,1,696
6.21,3.58,0.5,201,3011,352.6,18.9,1,1,1961
6.78,4.03,0.33,201,3013,372.0,23.7,1,1,2078
7.26,1.75,0.79,101,7007,368.8,10.1,0,1,176
6.84,3.21,0.35,204,3014,465.7,21.8,1,1,2078
7.24,2.91,0.75,301,2004,446.6,20.3,1,1,5162
7.62,1.52,0.78,402,6002,281.4,23.1,0,0,124
7.38,2.55,0.54,301,2002,641.8,19.5,0,1,4964
6.53,2.18,0.12,201,5001,811.4,21.7,1,1,3379
7.87,3.08,0.25,301,2001,640.5,20.0,1,1,432
6.5,3.19,0.49,201,3013,250.1,19.3,1,0,1836
7.38,2.87,0.18,202,5001,508.2,20.6,1,1,3491
7.29,2.01,0.19,203,4007,814.8,14.5,0,1,3038
6.79,3.04,0.3,204,3001,392.3,25.4,1,1,5407
7.96,1.51,0.66,101,7009,421.5,10.0,0,1,175
7.74,1.81,0.58,101,7009,416.0,15.7,0,1,196
7.53,2.49,0.25,202,2007,497.5,17.8,1,1,5627
5.93,3.21,0.24,203,5004,626.8,22.7,1,0,3124
6.17,2.48,0.13,201,4005,741.6,15.0,1,1,3235
7.85,1.85,0.92,402,7010,441.9,11.2,0,1,193
6.22,3.23,0.37,201,6004,1011.6,12.9,1,1,325
6.55,3.17,0.17,203,4013,681.1,13.0,1,1,3703
5.67,3.27,0.27,203,4013,891.4,14.4,1,1,3514
7.8,1.17,0.48,101,7012,419.4,15.0,0,1,171
7.54,2.33,0.36,306,2011,602.6,19.1,1,1,5295
6.17,3.29,0.29,201,6005,1073.5,14.7,0,1,322
6.52,1.62,0.29,201,3005,279.8,23.2,1,1,5298
6.24,3.71,0.35,202,4003,855.5,13.0,0,0,3033
7.32,3.24,0.45,301,2004,674.6,15.0,1,1,5473
7.67,1.72,0.54,101,7007,337.9,12.7,0,1,180
7.02,3.76,0.22,204,3012,472.2,19.8,1,1,2053
6.54,2.32,0.16,203,4009,757.8,14.9,1,1,3481
8.27,1.65,0.43,101,7011,395.0,15.8,0,0,169
6.26,2.33,0.2,201,6004,891.4,13.4,0,0,291
6.87,2.7,0.44,204,3013,424.8,20.0,1,0,1638
7.29,2.61,0.25,202,4015,876.9,15.3,0,1,3310
7.06,3.17,0.11,202,4001,644.2,13.7,1,1,3289
7.56,1.43,0.21,402,7006,365.4,12.1,1,1,180
7.89,2.39,0.63,301,2003,414.0,14.0,1,1,4890
6.92,3.41,0.16,201,4012,820.2,13.0,1,1,3419
7.15,2.06,0.29,306,2009,475.0,17.3,1,1,4885
7.09,3.54,0.3,201,3013,422.3,18.9,1,1,2069
6.19,4.05,0.25,204,3015,345.1,24.5,1,1,2132
7.15,1.4,0.76,301,1006,498.9,10.2,1,1,608
6.64,2.94,0.38,201,5003,798.2,20.5,1,1,3206
6.79,2.08,0.15,202,5002,817.5,21.9,0,1,3343
6.19,3.46,0.4,201,3003,445.2,24.7,1,1,1979
7.5,3.47,0.22,201,4004,682.4,13.4,1,1,3620
6.74,3.7,0.21,102,3004,475.7,24.5,1,1,5717
7.6,1.64,0.95,101,7011,322.1,14.8,0,1,168
6.42,3.92,0.32,202,4010,777.9,15.1,0,0,3399
6.57,3.2,0.31,203,4001,566.6,14.1,1,1,3208
5.03,3.76,0.29,203,4016,1418.8,12.5,1,1,3551
6.62,3.2,0.4,203,4015,550.6,15.3,1,1,3196
7.02,2.86,0.2,203,5003,883.8,21.0,1,1,3306
6.32,2.32,0.23,203,5001,730.3,20.9,1,1,3193
5.74,2.09,0.31,202,4009,717.6,13.6,1,1,3077
7.13,2.43,0.31,202,2009,668.3,14.1,1,1,5051
7.23,1.22,0.6,301,1006,452.4,10.4,0,1,313
8.2,1.17,0.73,402,7013,400.4,10.8,0,1,184
6.93,3.25,0.35,202,6003,878.8,12.2,1,1,355
7.24,3.13,0.65,202,2004,450.4,17.4,1,1,5482
8.1,1.79,0.88,402,7010,349.3,13.6,0,1,189
7.45,1.92,0.53,301,1010,476.1,10.4,1,1,713
7.21,0.82,0.48,202,8003,278.6,15.5,0,1,908
6.95,3.77,0.34,203,5003,791.0,19.9,0,1,3342
8.08,1.59,0.45,402,7003,438.0,14.6,1,0,151
7.14,3.04,0.44,201,3009,343.1,21.6,1,1,2095
7.1,2.29,0.25,202,4002,566.2,15.1,0,1,3443
6.62,3.95,0.21,201,3018,411.6,19.5,1,1,2138
6.23,3.8,0.25,202,6003,830.3,13.6,1,0,327
7.0,3.0,0.38,203,5004,644.3,21.3,1,1,3386
7.44,1.21,0.53,402,7007,253.7,14.2,0,1,181
6.35,3.79,0.4,102,3008,314.0,20.0,1,1,2185
6.57,1.76,0.32,204,1004,346.1,10.4,1,1,696
7.96,2.71,0.71,306,2004,639.7,18.2,1,0,4695
5.61,3.59,0.18,203,4006,541.9,15.1,1,1,3355
6.51,3.51,0.26,201,4015,526.3,14.5,1,1,3533
8.25,1.29,0.37,402,7004,388.9,10.3,0,1,171
7.01,3.49,0.15,102,3007,328.1,22.1,1,1,5585
5.96,3.78,0.36,201,5004,524.1,18.4,1,1,3532
7.06,3.31,0.72,202,2008,489.0,18.7,1,1,5641
6.02,3.14,0.24,102,3013,456.4,20.8,1,1,2080
6.58,1.64,0.65,202,8004,420.6,11.9,0,1,927
7.33,2.78,0.22,202,5001,767.3,21.7,1,1,3407
7.99,1.63,0.92,402,7004,258.6,15.2,0,1,177
6.97,1.82,0.78,202,1007,447.8,11.3,0,1,298
7.09,3.29,0.51,306,2008,679.4,17.2,1,1,5436
6.63,2.03,0.18,203,4012,506.3,13.7,0,0,2872
6.69,3.24,0.39,201,3015,346.6,21.3,1,1,2142
7.58,0.93,0.4,101,7008,422.2,14.9,0,0,155
6.43,4.09,0.11,102,3009,318.5,19.1,1,1,2236
6.56,3.88,0.4,201,3013,367.6,19.7,1,1,1999
7.35,1.68,0.28,402,7002,376.8,10.1,1,1,200
7.24,2.03,0.7,202,1012,351.2,11.5,1,0,596
7.03,2.23,0.64,202,1006,377.5,13.6,1,1,667
7.03,1.83,0.88,402,7012,282.4,14.4,0,1,187
7.42,2.02,0.25,201,4004,713.6,12.2,0,1,3417
7.23,1.5,0.46,301,1010,481.0,13.6,1,1,689
6.78,3.24,0.14,201,4014,727.6,15.0,1,1,3616
7.4,0.83,0.51,202,8002,278.3,14.3,0,0,804
7.31,2.15,0.5,202,2009,527.1,19.6,1,1,5168
6.75,4.25,0.28,102,3006,254.8,22.0,1,1,5697
7.22,3.47,0.55,202,2009,498.6,21.6,0,1,5318
7.53,3.01,0.32,301,2007,664.5,18.3,1,1,5713
6.73,2.99,0.49,204,3012,408.4,19.8,1,0,1814
7.89,2.38,0.38,306,2010,439.6,19.3,1,1,4928
6.28,3.01,0.24,202,6003,1177.1,11.6,1,1,339
6.78,3.37,0.11,201,4012,625.5,13.8,0,1,3712
6.18,3.18,0.32,201,5004,840.3,20.6,1,1,3594
7.23,3.2,0.34,203,5004,544.2,22.6,1,1,3553
7.7,2.38,0.28,301,2010,573.3,14.5,1,1,5529
6.8,1.87,0.92,202,1012,387.4,11.3,0,1,293
7.56,2.67,0.73,202,2010,535.8,21.0,1,1,5222
7.6,2.11,0.91,202,1007,376.3,13.7,0,1,325
6.89,3.37,0.21,201,4011,577.1,14.5,1,1,3706
7.88,3.44,0.58,202,2008,668.8,17.3,0,1,5105
6.92,3.3,0.34,306,2002,517.7,16.2,1,1,5789
7.08,1.64,0.35,402,7009,447.6,14.7,0,1,175
5.83,3.52,0.24,202,4015,775.8,15.9,1,1,3513
7.12,3.01,0.4,301,2006,506.6,14.9,1,1,5027
6.85,3.7,0.22,202,6005,898.5,11.7,1,1,349
6.11,3.45,0.21,201,6001,988.3,14.9,0,1,363
7.17,2.9,0.23,202,4014,878.0,14.2,1,1,3483
6.55,2.63,0.2,202,4014,601.5,15.5,1,1,3349
7.87,2.55,0.22,301,2003,445.5,19.2,1,1,5141
6.96,1.57,1.08,204,1007,469.7,11.9,1,1,643
6.26,4.4,0.42,201,3007,472.8,23.1,1,1,6129
5.91,2.64,0.11,201,4001,779.8,13.2,1,0,2983
6.99,1.89,0.77,202,8002,426.9,11.9,0,1,965
6.99,2.55,0.25,204,3009,350.7,18.1,1,1,1873
7.49,1.7,1.03,204,1002,549.7,12.5,1,1,680
5.65,3.98,0.22,201,4010,587.9,13.2,1,1,3618
6.78,0.92,0.56,202,8004,396.8,11.0,0,1,890
7.91,2.74,0.26,202,2007,598.3,16.7,1,1,5144
7.44,2.98,0.28,306,2005,475.8,16.5,1,1,5493
7.69,1.33,0.62,402,6002,364.4,21.4,0,1,150
6.86,3.11,0.49,201,3002,259.6,19.3,1,1,1893
6.88,4.12,0.44,204,3009,486.1,22.1,1,0,1966
6.76,2.54,0.1,102,3002,491.1,19.2,1,0,1704
7.16,3.0,0.72,306,2011,621.8,19.3,1,1,5442
6.44,2.27,0.22,202,5002,616.2,19.4,1,1,3117
6.13,2.82,0.2,204,3012,305.5,20.7,1,1,2014
7.09,2.98,0.2,204,3013,260.5,21.6,1,1,2063
7.04,2.7,0.35,201,3003,471.7,23.4,1,1,1944
8.44,1.33,0.54,402,6002,273.0,21.2,0,1,150
6.81,3.32,0.31,202,6005,992.3,15.0,0,1,333
7.11,2.98,0.17,202,5002,688.5,18.6,1,1,3499
7.58,1.35,0.58,402,7013,388.4,10.7,0,1,185
7.49,2.83,0.36,203,4010,581.3,15.7,1,1,3231
6.88,2.7,0.39,102,3011,251.0,18.2,1,1,1872
7.07,1.97,1.1,301,1007,322.7,10.5,0,1,289
5.77,2.24,0.35,203,4003,838.5,14.7,1,1,3390
6.24,2.7,0.2,204,3010,311.5,23.4,1,1,1999
6.45,3.12,0.22,202,6005,1047.6,14.2,0,1,321
7.39,1.23,1.17,204,1005,437.3,10.3,0,1,266
7.11,4.46,0.48,204,3017,455.3,19.8,1,1,2115
5.85,3.71,0.39,203,4004,704.1,14.7,0,1,3744
7.75,2.06,0.98,204,1001,351.7,12.5,0,1,287
7.48,1.2,0.72,202,8001,401.4,14.5,0,1,947
6.25,2.56,0.37,102,3003,494.3,24.9,1,1,2103
7.85,3.15,0.55,202,2011,566.1,16.8,1,1,5342
6.6,3.7,0.28,203,4012,638.1,13.4,1,0,2959
7.76,2.45,0.46,306,2002,686.2,20.2,1,1,5087
8.04,1.34,0.68,402,7006,316.8,13.1,0,1,185
7.13,2.52,0.66,301,2010,641.4,18.9,1,1,4934
7.34,1.48,0.69,202,1003,530.8,10.3,1,1,685
6.99,1.58,0.85,301,1010,488.3,12.2,0,1,304
7.55,1.46,0.88,101,7011,360.0,12.5,0,1,177
7.89,3.45,0.71,306,2011,448.5,16.3,1,1,5618
6.51,1.08,0.69,202,8001,351.8,15.9,1,1,957
7.21,1.31,0.6,202,1001,421.4,11.3,0,1,318
5.64,3.06,0.33,201,4013,874.4,12.4,1,1,3460
8.17,1.25,0.54,402,6002,355.7,22.7,0,1,141
7.57,1.0,0.83,402,7008,273.9,15.5,0,1,169
6.98,2.93,0.39,204,3010,496.4,19.7,1,1,1984
7.53,1.87,0.59,101,7008,336.2,15.7,0,1,185
6.05,3.44,0.28,201,4003,851.9,15.4,1,1,3690
6.93,1.04,0.83,202,8002,406.7,10.7,1,1,969
5.86,3.39,0.16,202,4003,763.9,13.3,1,1,3342
6.06,3.59,0.48,102,3018,302.9,24.5,1,1,2036
6.86,2.53,0.37,202,2008,415.0,17.2,1,1,4941
6.83,2.68,0.2,204,3012,364.0,19.6,1,1,1948
7.38,2.72,0.28,202,4010,501.5,13.0,1,1,3368
7.09,1.98,0.72,402,7013,304.0,12.4,0,1,190
7.24,2.7,0.61,306,2006,532.7,18.5,1,1,4901
6.52,2.28,0.57,202,1010,508.2,12.5,1,1,750
6.12,3.63,0.19,201,4015,534.3,14.9,1,1,3694
7.32,1.53,0.76,402,7005,290.4,15.2,0,1,168
7.11,0.88,0.79,101,7006,364.1,13.0,1,1,175
5.65,3.53,0.35,203,4015,624.4,13.2,1,1,3477
6.24,2.82,0.31,102,3015,497.2,24.3,1,0,1752
7.84,0.82,0.2,402,7012,297.2,12.0,1,1,176
6.82,2.16,0.23,201,4004,750.4,13.2,1,1,3355
5.77,3.06,0.3,202,5003,814.0,19.5,1,1,3546
7.73,2.2,0.78,306,2002,548.4,16.5,1,1,5040
6.12,4.14,0.19,201,3003,302.1,24.1,1,1,2159
6.75,4.05,0.42,201,3003,319.3,21.8,1,1,2179
7.84,2.39,0.37,301,2008,695.9,18.2,1,1,5322
7.72,1.59,1.12,202,1009,319.7,11.1,0,1,278
6.97,3.86,0.41,201,3002,263.0,19.9,1,1,2151
